#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
haughty;Haughty;Enfant au caractère hautain;Überheblich;;altanero/a;;;;;;;;;x
tax_levy_law_theocracy_8;Heavily Levy Focused Church Obligations;Obligations religieuses - Forte levée;Kleruspflichten: deutlicher Truppenfokus;;Obligaciones de la iglesia profundamente centradas en las levas;;;;;;;;;x
tax_levy_law_theocracy_8_desc;This law governs how much tax and levies the church in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux religieux du royaume sont obligés de s'acquitter. Ils ont tendance à favoriser un mélange de levée de troupes et de paiement d'impôts pour leur seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Kirche zu liefern hat. Die Priester ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la iglesia del reino. El clero tiende a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
tax_levy_law_tribal;Tribal;Tribu;Stammesregierung;;Tribal;;;;;;;;;x
tax_levy_law_tribal_desc;Tribal Obligation Laws;Lois d'obligations tribales;Stammespflichten;;Leyes de obligación tribales;;;;;;;;;x
tax_levy_law_tribal_0;Heavily Tax Focused Tribal Obligations;Obligations tribales - Impôt lourd;Stammespflichten: deutlicher Steuerfokus;;Obligaciones tribales profundamente centradas en los impuestos;;;;;;;;;x
tax_levy_law_tribal_0_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux tribaux du royaume sont obligés de s'acquitter. Les chefs tribaux ont tendance à favoriser un mélange équilibré de levée de troupes et de paiement d'impôts pour leur seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Stämme zu liefern haben. Die Häuptlinge ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas están obligadas a contribuir las tribus del reino. Los jefes tribales tienden a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
tax_levy_law_tribal_1;Tax Focused Tribal Obligations;Obligations tribales - Impôt modéré;Stammespflichten: Steuerfokus;;Obligaciones tribales centradas en los impuestos;;;;;;;;;x
tax_levy_law_tribal_1_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux tribaux du royaume sont obligés de s'acquitter. Les chefs tribaux ont tendance à favoriser un mélange équilibré de levée de troupes et de paiement d'impôts pour leur seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Stämme zu liefern haben. Die Häuptlinge ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas están obligadas a contribuir las tribus del reino. Los jefes tribales tienden a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
tax_levy_law_tribal_2;Slightly Tax Focused Tribal Obligations;Obligations tribales - Léger impôt;Stammespflichten: leichter Steuerfokus;;Obligaciones tribales ligeramente centradas en los impuestos;;;;;;;;;x
tax_levy_law_tribal_2_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux tribaux du royaume sont obligés de s'acquitter. Les chefs tribaux ont tendance à favoriser un mélange équilibré de levée de troupes et de paiement d'impôts pour leur seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Stämme zu liefern haben. Die Häuptlinge ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas están obligadas a contribuir las tribus del reino. Los jefes tribales tienden a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
tax_levy_law_tribal_3;Tax Shifted Tribal Obligations;Obligations tribales - Très léger impôt;Stammespflichten: minimaler Steuerfokus;; Obligaciones tribales favorables a los impuestos;;;;;;;;;x
tax_levy_law_tribal_3_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux tribaux du royaume sont obligés de s'acquitter. Les chefs tribaux ont tendance à favoriser un mélange équilibré de levée de troupes et de paiement d'impôts pour leur seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Stämme zu liefern haben. Die Häuptlinge ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas están obligadas a contribuir las tribus del reino. Los jefes tribales tienden a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
tax_levy_law_tribal_4;Balanced Tribal Obligations;Obligations tribales - Équilibre;Stammespflichten: ausgeglichen;;Obligaciones tribales equilibradas;;;;;;;;;x
tax_levy_law_tribal_4_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux tribaux du royaume sont obligés de s'acquitter. Les chefs tribaux ont tendance à favoriser un mélange équilibré de levée de troupes et de paiement d'impôts pour leur seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Stämme zu liefern haben. Die Häuptlinge ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas están obligadas a contribuir las tribus del reino. Los jefes tribales tienden a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
tax_levy_law_tribal_5;Levy Shifted Tribal Obligations;Obligations tribales - Très légère levée;Stammespflichten: minimaler Truppenfokus;; Obligaciones tribales favorables a las levas;;;;;;;;;x
tax_levy_law_tribal_5_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux tribaux du royaume sont obligés de s'acquitter. Les chefs tribaux ont tendance à favoriser un mélange équilibré de levée de troupes et de paiement d'impôts pour leur seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Stämme zu liefern haben. Die Häuptlinge ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas están obligadas a contribuir las tribus del reino. Los jefes tribales tienden a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
tax_levy_law_tribal_6;Slightly Levy Focused Tribal Obligations;Obligations tribales - Légère levée;Stammespflichten: leichter Truppenfokus;;Obligaciones tribales ligeramente centradas en las levas;;;;;;;;;x
tax_levy_law_tribal_6_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux tribaux du royaume sont obligés de s'acquitter. Les chefs tribaux ont tendance à favoriser un mélange équilibré de levée de troupes et de paiement d'impôts pour leur seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Stämme zu liefern haben. Die Häuptlinge ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas están obligadas a contribuir las tribus del reino. Los jefes tribales tienden a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
tax_levy_law_tribal_7;Levy Focused Tribal Obligations;Obligations tribales - Levée modérée;Stammespflichten: Truppenfokus;;Obligaciones tribales centrados en las levas;;;;;;;;;x
tax_levy_law_tribal_7_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux tribaux du royaume sont obligés de s'acquitter. Les chefs tribaux ont tendance à favoriser un mélange équilibré de levée de troupes et de paiement d'impôts pour leur seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Stämme zu liefern haben. Die Häuptlinge ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas están obligadas a contribuir las tribus del reino. Los jefes tribales tienden a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
tax_levy_law_tribal_8;Heavily Levy Focused Tribal Obligations;Obligations tribales - Forte levée;Stammespflichten: deutlicher Truppenfokus;;Obligaciones tribales profundamente centradas en las levas;;;;;;;;;x
tax_levy_law_tribal_8_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux tribaux du royaume sont obligés de s'acquitter. Les chefs tribaux ont tendance à favoriser un mélange équilibré de levée de troupes et de paiement d'impôts pour leur seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Stämme zu liefern haben. Die Häuptlinge ziehen es vor, dem Lehnsherrn Geld und Truppen in einem ausgewogenen Verhältnis zu liefern.;;Esta ley determina con cuántos impuestos y levas están obligadas a contribuir las tribus del reino. Los jefes tribales tienden a favorecer el suministro a su señor de una mezcla de impuestos y tropas.;;;;;;;;;x
tax_levy_law_iqta;Iqta;Iqtâ;Iqta;;Iqta;;;;;;;;;x
tax_levy_law_iqta_desc;Iqta Obligation Laws;Lois d'obligations nobles (iqtâ);Iqtapflichten;;Leyes de obligación de Iqta;;;;;;;;;x
tax_levy_law_iqta_0;Heavily Tax Focused Iqta Obligations;Obligations nobles (iqtâ) - Impôt lourd;Iqtapflichten: deutlicher Steuerfokus;;Obligaciones Iqta profundamente centradas en los impuestos;;;;;;;;;x
tax_levy_law_iqta_0_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_iqta_1;Tax Focused Iqta Obligations;Obligations nobles (iqtâ) - Impôt modéré;Iqtapflichten: Steuerfokus;;Obligaciones Iqta centradas en los impuestos;;;;;;;;;x
tax_levy_law_iqta_1_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_iqta_2;Slightly Tax Focused Iqta Obligations;Obligations nobles (iqtâ) - Léger impôt;Iqtapflichten: leichter Steuerfokus;;Obligaciones Iqta ligeramente centradas en los impuestos;;;;;;;;;x
tax_levy_law_iqta_2_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_iqta_3;Tax Shifted Iqta Obligations;Obligations nobles (iqtâ) - Très léger impôt;Iqtapflichten: minimaler Steuerfokus;;Obligaciones Iqta favorables a los impuestos;;;;;;;;;x
tax_levy_law_iqta_3_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_iqta_4;Balanced Iqta Obligations;Obligations nobles (iqtâ) - Équilibre;Iqtapflichten: ausgeglichen;;Obligaciones Iqta equilibradas;;;;;;;;;x
tax_levy_law_iqta_4_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_iqta_5;Levy Shifted Iqta Obligations;Obligations nobles (iqtâ) - Très légère levée;Iqtapflichten: minimaler Truppenfokus;;Obligaciones Iqta favorables a las levas;;;;;;;;;x
tax_levy_law_iqta_5_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_iqta_6;Slightly Levy Focused Iqta Obligations;Obligations nobles (iqtâ) - Légère levée;Iqtapflichten: leichter Truppenfokus;;Obligaciones Iqta ligeramente centradas en las levas;;;;;;;;;x
tax_levy_law_iqta_6_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_iqta_7;Levy Focused Iqta Obligations;Obligations nobles (iqtâ) - Levée modérée;Iqtapflichten: Truppenfokus;;Obligaciones Iqta centradas en las levas;;;;;;;;;x
tax_levy_law_iqta_7_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
tax_levy_law_iqta_8;Heavily Levy Focused Iqta Obligations;Obligations nobles (iqtâ) - Forte levée;Iqtapflichten: deutlicher Truppenfokus;;Obligaciones Iqta profundamente centradas en las levas;;;;;;;;;x
tax_levy_law_iqta_8_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;Cette loi détermine de combien d'impôts et de levées de troupes les vassaux nobles du royaume sont obligés de s'acquitter. La petite noblesse a tendance à favoriser le paiement d'impôts à la levée de troupes pour son seigneur lige.;Das Gesetz reguliert, wie viele Steuern und Truppen die Oberschicht zu liefern hat. Die Oberschicht zieht es vor, dem Lehnsherrn Geld statt Truppen zu liefern.;;Esta ley determina con cuántos impuestos y levas está obligada a contribuir la nobleza del reino. La nobleza tiende a favorecer el pago de impuestos frente a poner disponibles para su señor.;;;;;;;;;x
execution_voting_power;Execution;Exécution;Hinrichtung;;Ejecución;;;;;;;;;x
execution_voting_power_desc;The Council's ability to influence executions.;La capacité du Conseil à influencer les exécutions.;Die Möglichkeit des Rates, Hinrichtungen zu beeinflussen.;;Capacidad del Consejo para influir en las ejecuciones.;;;;;;;;;x
execution_voting_power_0;Ruler Execution Sovereignty;Souveraineté du dirigeant pour les exécutions;Herrscher entscheidet über Hinrichtungen;;Soberanía de ejecución del gobernador;;;;;;;;;x
execution_voting_power_0_desc;The Ruler has full authority on Executions.\n;Le dirigeant décide seul des exécutions.\n;Der Herrscher hat bei Hinrichtungen die volle Entscheidungsbefugnis.\n;;El gobernante tiene plena autoridad sobre las ejecuciones.\n;;;;;;;;;x
execution_voting_power_0_option;Ruler;Dirigeant;Herrscher;;Gobernante;;;;;;;;;x
execution_voting_power_1;Execution Committee;Comité d'exécution;Hinrichtungskomitee;;Comité de ejecución;;;;;;;;;x
execution_voting_power_1_desc;Council members vote on Executions.\n;Les membres du Conseil votent sur les exécutions.\n;Ratsmitglieder stimmen über Hinrichtungen ab.\n;;Miembros del consejo votan sobre las ejecuciones\n;;;;;;;;;x
execution_voting_power_1_option;Council;Conseil;Rat;;Consejo;;;;;;;;;x
DYNAMIC_MERCENARY_COMPANY_FEUDAL;[Prev.Capital.County.GetAdjective] Band;Bande [Prev.Capital.County.GetAdjective];[Prev.Capital.County.GetAdjective] Trupp;;Banda [Prev.Capital.County.GetAdjective] ;;;;;;;;;x
LAW_REJECTED_LOG;§Y$VASSAL$§! has rejected the proposed §Y$LAW$§! Law in §Y$TITLE$§!;§Y$VASSAL$§! a rejeté la proposition de loi de §Y$LAW$§! à §Y$TITLE$§!;§Y$VASSAL$§! hat das vorgeschlagene Gesetz §Y$LAW$§! in §Y$TITLE$§! abgelehnt;;§Y$VASSAL$§! ha rechazado la propuesta §Y$LAW$§! ley en §Y$TITLE$§!;;;;;;;;;x
LAW_REJECTED_SETUP;Vassal Rejects a Law;Un vassal a rejeté une loi;Vasall lehnt Gesetz ab;;Vasallo rechaza una ley;;;;;;;;;x
EVTDESC8218;Rather than risking civil war tearing the realm apart, I have decided to give in to your demand and give the [Root.GetCouncilName] more powers in deciding the policies of the realm. But this treacherous act of blackmail will not be forgotten...\n\nSigned,\n[From.GetTitledName];Plutôt qu'une guerre civile qui diviserait le royaume, je préfère accéder à votre demande et donner davantage de pouvoir décisionnaire au [Root.GetCouncilName] en ce qui concerne les politiques du pays. Mais je n'oublierai pas cet odieux chantage...\n\nSigné,\n[From.GetTitledName];Um nicht zu riskieren, dass ein Bürgerkrieg das Reich zerreißt, habe ich beschlossen, Eurer Forderung nachzukommen und [Root.GetCouncilName] mehr Macht bei politischen Entscheidungen zuzubilligen. Trotzdem werde ich diesen verräterischen Akt der Erpressung niemals vergessen ...\n\nGezeichnet,\n[From.GetTitledName];;En lugar de correr el riesgo de guerra civil a desgarra del Reino, he decidido ceder a tus demanda y dar al [Root.GetCouncilName] más competencias para decidir las políticas del Reino. Pero este acto traicionero de chantaje no será olvidado...\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTDESC8217;Under pressure from a powerful Faction, §Y[From.GetTitledName]§! has agreed to increase the power of the [Root.GetCouncilName].;Sous la pression d'une faction puissante, [From.GetTitledName] a accepté d'étendre l'autorité du [Root.GetCouncilName].;Auf Druck einer mächtigen Fraktion hat §Y[From.GetTitledName]§! die Macht von [Root.GetCouncilName] erhöht.;;Bajo la presión de una poderosa facción, [From.GetTitledName] ha aceptado aumentar el poder de [Root.GetCouncilName].;;;;;;;;;x
EVTDESC8216;Rather than letting civil war tear the realm apart, [From.GetTitledName] has agreed to give the [Root.GetCouncilName] more powers in deciding the policies of the realm. Your valuable support in this matter will not be forgotten.\n\nSincerely,\n[FromFrom.GetTitledName];Plutôt que de laisser une guerre civile diviser le royaume, [From.GetTitledName] a accepté de donner au [Root.GetCouncilName] davantage de pouvoirs décisionnaires concernant les politiques du royaume. Votre précieux soutien lors du conflit ne sera pas oublié.\n\nSalutations distinguées,\n[FromFrom.GetTitledName];Um zu verhindern, dass ein Bürgerkrieg das Reich zerreißt, hat [From.GetTitledName] beschlossen, [Root.GetCouncilName] mehr Macht bei politischen Entscheidungen zuzubilligen. Eure wertvolle Unterstützung bei diesem Streit wird nicht vergessen.\n\nHochachtungsvoll,\n[FromFrom.GetTitledName];;En lugar de dejar que la guerra civil desgarre el Reino, [From.GetTitledName] ha acordado dar el x más poderes para decidir las políticas del Reino. Su apoyo valioso en este asunto no será olvidado.\n\nsinceramente\n[FromFrom.GetTitledName];;;;;;;;;x
faction_increase_council_power_ultimatum;Demand Increased Council Power;Demander le pouvoir accru du Conseil;Erhöhung der Macht des Rates verlangen;;Exigir un aumento de poder del Consejo.;;;;;;;;;x
faction_increase_council_power_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding increased power for the Council. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;Présenter un ultimatum à §Y[Root.Liege.GetBestName]§! pour exiger une augmentation de l'autorité du Conseil. [Root.Liege.GetSilSielleCap] refuse votre requête, votre faction prendra alors les armes.;Stellt §Y[Root.Liege.GetBestName]§! ein Ultimatum und fordert mehr Macht für den Rat. Sollte [Root.Liege.GetSubjectPronoun] dies ablehnen, wird Eure Fraktion einen Aufstand anzetteln.;;Presentar un ultimátum a §Y[Root.Liege.GetBestName]§!, exigiendo mayor poder para el Consejo. Si [Root.Liege.GetSubjectPronoun] se niega a cumplir, tu facción se levantará en rebelión.;;;;;;;;;x
faction_increase_council_power_short;Increased Council Power;Pouvoir du Conseil accru;Erhöhung der Macht des Rates;;Poder del consejo aumentado;;;;;;;;;x
faction_increase_council_power_title;Increased Council Power in [This.GetName];Pouvoir du Conseil accru en [This.GetName];Erhöhung der Macht des Rates in [This.GetName] ;;Poder del consejo aumentado en[This.GetName];;;;;;;;;x
faction_increase_council_power_desc;Members seek to increase the amount of decisions made by the council rather than decreed by the ruler alone. Once this faction is sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;Les membres cherchent à augmenter le nombre de décisions votées par le Conseil plutôt que celles décretées par le dirigeant seul. Une fois cette faction suffisamment puissante, §Y[From.GetBestName]§! pourra présenter un ultimatum à [From.Liege.GetBestName]§!.;Die Mitglieder sind dafür, dass mehr Entscheidungen vom Rat statt vom Herrscher alleine gefällt werden. Sobald die Fraktion mächtig genug ist, kann §Y[From.GetBestName]§! §Y[From.Liege.GetBestName]§! ein Ultimatum stellen.;;Los miembros intentan aumentar la cantidad de las decisiones tomadas por el Consejo, en lugar de ser solamente decretadas por el gobernante solamente. Una vez que esta facción sea lo bastante poderosa, §Y[From.GetBestName]§! puede presentar un ultimátum a §Y[From.Liege.GetBestName]§!.;;;;;;;;;x
opinion_increased_council_power;Increased Council Power;Pouvoir du Conseil accru;Erhöhung der Macht des Rates;;Poder del consejo aumentado;;;;;;;;;x
opinion_decreased_council_power;Decreased Council Power;Pouvoir du Conseil diminué;Verringerung der Macht des Rates;;Poder del consejo disminuido;;;;;;;;;x
opinion_likes_new_obligation_law;Likes New Obligation Law;Aime la nouvelle loi d'obligation;Mag das neue Gesetz zur Regelung der Pflichten;;Le gusta la nueva ley de la obligación;;;;;;;;;x
opinion_dislikes_new_obligation_law;Dislikes New Obligation Law;N'aime pas la nouvelle loi d'obligation;Abneigung gegen das neue Gesetz zur Regelung der Pflichten;;No le gusta la nueva ley de la obligación;;;;;;;;;x
out_of_realm_inheritance_law_0;Free Inheritance;Héritage libre;Freie Erbschaft;;Herencia libre;;;;;;;;;x
out_of_realm_inheritance_law_0_desc;Vassal titles do not have any special regulations on inheritance outside the realm.;Les titres de vassaux n'ont pas de régulation spécifique quant à l'héritage en dehors du royaume.;Keine besonderen Regelungen für den Fall, dass jemand außerhalb des Reiches den Titel eines Vasallen erbt.;;Los títulos de los vasallos no tienen normas especiales sobre la herencia fuera del reino.;;;;;;;;;x
out_of_realm_inheritance_law_0_option;Free;Libre;Frei;;Libre;;;;;;;;;x
out_of_realm_inheritance_law_1;Regulated Inheritance;Héritage réglementé;Regulierte Erbschaft;;Herencia regulada;;;;;;;;;x
out_of_realm_inheritance_law_1_desc;Vassal title inheritance is regulated to disallow a title to pass to another realm.;L'héritage des titres de vassaux sont réglementés pour empêcher le titre de passer à un autre royaume.;Titel eines Vasallen können nicht an Personen, die einem fremden Reich angehören, vererbt werden.;;La herencia de los títulos de vasallos está regulada para impedir que un título pase a otro reino.;;;;;;;;;x
out_of_realm_inheritance_law_1_option;Illegal;Illégal;Verbot;;Ilegal;;;;;;;;;x
out_of_realm_inheritance_law_desc;Passing the controlled realm inheritance law will protect titles within the realm from being inherited by characters loyal to another liege.;La promulgation de la loi sur l'héritage empêchera que les titres au sein du royaume ne se retrouvent hérités par des personnages loyaux à un autre seigneur lige.;Durch Verabschiedung des Gesetzes zur "Kontrolle der Titelvererbung" kann verhindert werden, dass Titel aus dem eigenen Reich von Personen, die einem fremden Lehnsherrn unterstehen, geerbt werden. ;;Aprobar la ley de herencia controlada por el reino protegerá títulos dentro del reino de ser heredados por personajes leales a  otro señor.;;;;;;;;;x
out_of_realm_inheritance_law;Controlled Realm Inheritance;Régulation de l'héritage;Kontrolle der Titelvererbung;;Herencia controlada por el reino;;;;;;;;;x
status_of_women;Status of Women;Statut des femmes;Status der Frau;;Condición de la mujer;;;;;;;;;x
