#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
LEDGER_SORT_DELAYED;§GClick to sort using this column§W;§GCliquez pour trier cette colonne§W;§GZum Sortieren nach dieser Spalte hier klicken§W;;§GClic para ordenar usando esta columna§W;;;;;;;;;x
EVTOPTA76035;Fight them back!;Se battre avec eux !;Setzt Euch zur Wehr!;;¡Plantarles cara!;;;;;;;;;x
EVTOPTB76035;Hide from them;Se cacher;Versteckt Euch vor ihnen;;Ocultarme de ellos;;;;;;;;;x
EVTOPTC76035;Try to become friendly with them;Essayer de devenir leur ami;Versucht, ihre Freundschaft zu gewinnen;;Intentar ser amable con ellos;;;;;;;;;x
EVTOPTD76035;Try to do bad things to them when they can't notice it's you;Essayer de leur faire des vacheries dans le dos;Zahlt es ihnen heim, wenn sie es nicht mitbekommen;;Tratar de realizar malas acciones cuando no puedan averiguar que he sido yo;;;;;;;;;x
opinion_despised_fighting_bastard;Despised fighting bastard;Bâtard violent méprisé;Erbärmlicher Bastard mit Kampfgeist;;Bastardo violento repudiado;;;;;;;;;x
opinion_despised_hiding_bastard;Despised hiding bastard;Bâtard peureux méprisé;Erbärmlicher Bastard im Verborgenen;;Bastardo cobarde repudiado;;;;;;;;;x
despised_bastard;Despised bastard;Bâtard méprisé;Erbärmlicher Bastard;;Bastardo repudiado;;;;;;;;;x
EVTDESC76040;People keep telling me I am a bastard but no one explains what it is! Maybe [Root.Guardian.GetTitledFirstName] knows?;Tout le monde me dit que je suis un bâtard, mais personne ne m'explique ce que c'est ! Peut-être [Root.Guardian.GetTitledFirstName] le sait-il ?;Immer wieder höre ich, dass ich ein Bastard bin - aber niemand erklärt mir, was das heißt! Vielleicht kann mir [Root.Guardian.GetTitledFirstName] helfen?;;¡La gente me dice que soy un bastardo pero nadie explica qué es! ¿Puede que [Root.Guardian.GetTitledFirstName] lo sepa?;;;;;;;;;x
EVTOPTA76040;What does 'bastard' means?;Qu'est-ce que ça veut dire, « bâtard » ?;Was bedeutet "Bastard"?;;¿Qué significa 'bastardo'?;;;;;;;;;x
EVTTOOLTIP76041;[Root.GetTitledFirstName] asks [Root.GetHerHis] guardian [This.GetTitledFirstName] what being a bastard means;[Root.GetTitledFirstName] demande à son Tuteur [This.GetTitledFirstName] ce que bâtard veut dire;[Root.GetTitledFirstName] fragt [Root.GetHerHis]en Vormund [This.GetTitledFirstName], was ein Bastard ist.;;[Root.GetTitledFirstName] pregunta a su guardián [This.GetTitledFirstName] qué significa ser un bastardo;;;;;;;;;x
EVTDESC76041;[From.GetTitledFirstName] asked me while looking seriously at me with [From.GetHerHis] big, innocent eyes what being a 'bastard' actually means.;[From.GetTitledFirstName] m'a demandé d'un air très sérieux, avec ses gros yeux pleins d'innocence, ce que voulait dire « bâtard ».;[From.GetTitledFirstName] fragte mich mit einem ernsten Blick in [From.GetHerHis]en großen, unschuldigen Augen, was ein Bastard überhaupt sei.;;[From.GetTitledFirstName] me pregunto, mirándome seriamente con [From.GetHerHis] grandes ojos inocentes, qué significaba realmente 'bastardo'.;;;;;;;;;x
EVTOPTA76041;You are an abomination in the eyes of God;Tu es une abomination aux yeux de Dieu;Du bist eine scheußliche Beleidigung Gottes;;Eres una abominación ante los ojos de Dios;;;;;;;;;x
EVTOPTB76041;You will not inherit anything;Tu n'hériteras de rien;Du wirst gar nichts erben;;¡No heredarás nada!;;;;;;;;;x
EVTOPTC76041;You will make your own way in the world!;Tu as ton destin entre tes mains !;Du wirst deinen eigenen Weg in der Welt finden!;;¡Deberás abrirte camino en el mundo tú solo!;;;;;;;;;x
EVTDESC39000;The [Root.Religion.GetName] heresy has reared its ugly head in the county of [Root.GetName]!;L'hérésie [Root.Religion.GetName] montre son horrible visage dans le comté de [Root.GetName] !;Die scheußliche [Root.Religion.GetName]e Ketzerei greift auf die Provinz von [Root.GetName] über!;;La herejía [Root.Religion.GetName] ha asomado su horrenda cara en la provincia de [Root.GetName]!;;;;;;;;;x
EVTDESC39400;The [From.Religion.GetName] heresy has appeared in the county of [From.GetName]!;Les hérétiques [From.GetReligionMascPl] sont à présent majoritaires en [From.GetName] !;Die Provinz von [From.GetName] wird von der [From.Religion.GetName]-Ketzerei heimgesucht!;;La herejía [From.Religion.GetName] ha surgido en la provincia de [From.GetName]!;;;;;;;;;x
EVTOPTA39400;Horrible!;C'est horrible !;Wie entsetzlich!;;¡Horrible!;;;;;;;;;x
EVTDESC39401;Disturbing news! Heresy apparently appeared in a Catholic county over two years ago and the ruler has done nothing!;Nouvelle inquiétante ! L'hérésie semble être apparue dans un comté catholique il y a plus de deux ans et son seigneur n'a rien fait !;Es gibt beunruhigende Neuigkeiten: Seit mehr als 2 Jahren gibt es Anzeichen von Ketzerei in einer katholischen Provinz, und der Machthaber hat nichts unternommen!;;¡Noticias inquietantes! ¡Aparentemente surgió la herejía en una provincia católica hace más de dos años y el gobernante no ha hecho nada al respecto!;;;;;;;;;x
EVTOPTA39401;Horrible! I will write to him.;C'est horrible ! Je vais lui écrire.;Wie entsetzlich! Ich werde ihn kontaktieren.;;¡Horrible! Le escribiré.;;;;;;;;;x
#EVTDESC20001;My [Root.GetTitle], I am pleased to report that the majority of the population in [From.Location.GetName] has been converted to the [From.Religion.GetName] faith!\nYour humble vassal\n[From.GetTitledName];M[Root.GetOnA] [Root.GetTitle], j'ai l'honneur de vous annoncer que la majorité de la population de [From.Location.GetName] a été convertie à la religion [From.Religion.GetName] !\nVotre fidèle vassal,\n[From.GetTitledName];Mein [Root.GetTitle],\nich habe gute Nachrichten. Die Bevölkerung von [From.Location.GetName] ist mehrheitlich zum [From.Religion.GetName]en Glauben konvertiert!\n\nEuer ergebener Vasall\n[From.GetTitledName];;Mi [Root.GetTitle], me complace informarle de que la mayoría de población de [From.Location.GetName] ha sido convertida a la fe [From.Religion.GetName]\nVuestro humilde vasallo\n[From.GetTitledName];;;;;;;;;x
EVTDESC39402;To find that you have a county in your demesne that has turned heretic is bad enough. But I am shocked to learn that you have let this situation be for over two years! This heresy must be rooted out.;Comme si apprendre qu'un des comtés de votre domaine était devenu hérétique ne suffisait pas, il faut en plus que vous n'ayez rien fait à ce propos pendant plus de deux ans ! Cette hérésie doit être éradiquée.;Es ist schlimm genug, dass eine Provinz in eurem Herrschaftsgebiet der Ketzerei anheim gefallen ist. Aber es ist geradezu schockierend, dass über zwei Jahre lang keine Intervention stattfand! Das muss ein Ende haben.;;Descubrir que una provincia de los dominios se ha convertido en hereje ya es una mala noticia. ¡Pero no puedo creer que se haya consentido esta situación durante más de dos años! La herejía debe erradicarse.;;;;;;;;;x
EVTOPTA39402;I shall redouble my efforts;Je dois redoubler d'efforts;Ich werde meine Anstrengungen verdoppeln;;Debo redoblar mis esfuerzos;;;;;;;;;x
pope_disappointed_over_heretic_province;Allowing Heretic Province;A laissé une province devenir hérétique;Ketzerei in der Provinz hinnehmen;;Consentir la provincia hereje;;;;;;;;;x
#demand_liege_title;Demand Duchy from Liege;;Herzogtum vom Lehnsherrn verlangen;;Solicitar un Ducado al Señor;;;;;;;;;x
#demand_liege_title_desc;My liege holds a duchy that should rightfully be mine. I can present my demand, though it could be risky...;;Mein Lehnsherr herrscht über ein Herzogtum, das mir rechtmäßig zusteht. Ich könnte meinen Anspruch vortragen, doch es ist nicht ohne Risiko...;;Mi señor posee un ducado que por derecho debería ser mío. Puedo reclamarlo, aunque podría ser peligroso...;;;;;;;;;x
AIREASON_GOT_NO_REASON_TO_MOVE;No reason to move;Aucune raison de bouger;Kein zwingender Grund, zu handeln;;No hay razón para actuar;;;;;;;;;x
NOT_PLAYER_HEIR_DESC;§Y$HEIR$§! is not §Y$RULER$'s§! Dynastic Heir. For players, this means Game Over.;§Y$HEIR$§! n'est pas l'héritier dynastique de §Y$RULER$§!. Pour les joueurs, cela signifie la fin de la partie.;§Y$HEIR$§! ist nicht §Y$RULER$'s§! Erbe der Dynastie. Für den Spieler hat dies eine endgültige Niederlage zur Folge.;;§Y$HEIR$§! no es el heredero dinástico de §Y$RULER$§!. Para los jugadores, esto supone el Fin del Juego.;;;;;;;;;x
DYNASTIC_HEIR;§YDynastic Heir§!;§YHéritier dynastique§!;§YErbe der Dynastie§!;;§YHeredero Dinástico§!;;;;;;;;;x
NOT_DYNASTIC_HEIR;§RNot Dynastic Heir!§!;§RN'est pas un héritier dynastique !§!;§RKein Erbe der Dynastie!§!;;§R¡Sin Heredero Dinástico!§!;;;;;;;;;x
PLAYER_HEIR_DESC;The Dynastic Heir is the legal successor to a character. If a player has no Dynastic Heir, the game will end. On succession, the Prestige and [Player.Religion.GetPietyName] of a character is carried over to the Heir in the form of Score.;L'héritier dynastique est le successeur légal d'un personnage. Si un joueur n'a pas d'héritier légal, la partie sera finie. Lors de la succession, le Prestige et la [Player.Religion.GetPietyName] d'un personnage sont transmis à l'héritier sous forme de score.;Der Erbe der Dynastie ist der rechtmäßige Nachfolger eines Charakters. Hat ein Spieler keinen Erben, so führt das zur Niederlage. Durch den Aufstieg zum Thron werden dem Erben auch das Prestige und die [Player.Religion.GetPietyName] seines Vorgängers in Form eines Punktewerts übertragen.;;El Heredero Dinástico es el sucesor legal de un personaje. Si un jugador carece de Heredero Dinástico, el juego terminará. Durante la sucesión, el Prestigio y la [Player.Religion.GetPietyName] de un personaje se transfieren al Heredero en forma de Puntuación.;;;;;;;;;x
BECOMES_EXCOMMUNICATED_EFFECT;Becomes Excommunicated\n;Est excommunié\n;Wird exkommuniziert\n;;Es excomulgado\n;;;;;;;;;x
EXCOMMUNICATION_LIFTED_EFFECT;Excommunication Lifted\n;Absolution\n;Exkommunikation aufgehoben\n;;Excomunión levantada\n;;;;;;;;;x
SUPPLY_TOTAL_MODIFIED;Final supply(rounded down): §Y$VALUE$§!;Réserves totales (arrondi) : §Y$VALUE$§!;Endbestand (abgerundet): §Y$VALUE$§!;;Suministro final (redondeado a la baja): §Y$VALUE$§!;;;;;;;;;x
GAIN_ALL_OCCUPIED_TITLES_EFFECT;Takes occupied titles from $HOLDER$;Prend tous les titres de $HOLDER$ dont les terres sont occupées;Von $HOLDER$ beanspruchte Titel in besetzen Provinzen nehmen;;Toma los títulos ocupados de $HOLDER$;;;;;;;;;x
TITLE_CREATION_WITH_PIETY_DESC;You need to control §Y$REQ_PERC$%§! of its de jure Counties to create this title. Currently, you control $PERC$ ($HELD$/§Y$ALL$§!). Creating this title would give you §G$PRESTIGE$§! Prestige and cost you §R$GOLD$§! Gold and §R$PIETY$§! $PIETYNAME$.;Vous devez contrôler §Y$REQ_PERC$%§! de ses comtés de jure pour créer ce titre. Actuellement, nous en contrôlons $PERC$ ($HELD$/§Y$ALL$§!). Créer ce titre vous octroierait §G$PRESTIGE$§! en prestige et vous coûterait §R$GOLD$§! pièces d'or et §R$PIETY$§! en $PIETYNAME$.;Wir brauchen die Kontrolle über §Y$REQ_PERC$%§! der rechtmäßigen Herrschaftsgebiete für diesen Titel. Derzeit kontrollieren wir $PERC$ ($HELD$/§Y$ALL$§!). Dieser Titel würde Euer Prestige um §G$PRESTIGE$§! erhöhen. Er kostet Euch §R$GOLD$§! Gold und §R$PIETY$§! $PIETYNAME$.;;Necesitamos controlar el §Y$REQ_PERC$%§! de sus condados de facto para crear este título. Actualmente, controlamos el $PERC$ ($HELD$/§Y$ALL$§!). La creación de este título te daría §G$PRESTIGE$§! de Prestigio y te costaría §R$GOLD$§! de Oro y §R$PIETY$§! de $PIETYNAME$.;;;;;;;;;x
TITLE_CREATION_COST_WITH_PIETY_DESC;Creating this title would give you §G$PRESTIGE$§! Prestige and cost you §R$GOLD$§! Gold and §R$PIETY$§! $PIETYNAME$.;Créer ce titre va vous octroyer §G$PRESTIGE$§! Prestige et vous coûtera §R$GOLD$§! pièces d'or et §R$PIETY$§! $PIETYNAME$.;Dieser Titel würde Euer Prestige um §G$PRESTIGE$§! erhöhen. Er kostet Euch §R$GOLD$§! Gold und §R$PIETY$§! $PIETYNAME$.;;La creación de este título te otorgaría §G$PRESTIGE$§! de Prestigio y te costaría §R$GOLD$§! de Oro y §R$PIETY$§! de $PIETYNAME$.;;;;;;;;;x
AMBITION_OPINION;Ambitious: $VALUE$;Forte ambition : $VALUE$;Ehrgeizig: $VALUE$;;Ambicioso: $VALUE$;;;;;;;;;x
EVTDESC39403;Heresy has appeared in a Catholic county. I will encourage the local ruler to swiftly deal with it.;L'hérésie est apparue dans un comté catholique. Je vais encourager le dirigeant local à s'en occuper rapidement.;Eine katholische Provinz wurde von der Ketzerei heimgesucht. Ich werde den Herrscher des Gebiets darauf ansetzen.;;Ha aparecido la herejía en una provincia católica. Recomiendo al gobernador local que se encargue de ella rápidamente.;;;;;;;;;x
EVTOPTA39403;I will write to him immediately.;Je lui écris de ce pas;Ich werde ihn sofort anschreiben.;;Le escribiré inmediatamente.;;;;;;;;;x
EVTDESC39404;Troubling news has reached me about a heretic county in your demesne. I urge you to swiftly deal with this problem as this heresy must be rooted out!;Des nouvelles inquiétantes me sont parvenues concernant un comté hérétique sur votre territoire. Je vous conseille vivement de vous occuper de ce problème rapidement, cette hérésie doit être éradiquée !;Ich nahm beunruhigende Neuigkeiten über eine ketzerische Provinz in Eurer Domäne zur Kenntnis. Ich bin für eine sofortige Intervention zur Beendigung dieser Ketzerei!;;Me han llegado noticias preocupantes acerca de una provincia hereje en vuestros dominios. Os insto a tratar este problema con celeridad. ¡Es preciso erradicar esta herejía!;;;;;;;;;x
EVTOPTA39404;I will strike at these heretics!;Je vais exterminer ces hérétiques !;Ich werde gegen diese Ketzer vorgehen!;;¡Acabaré con estos herejes!;;;;;;;;;x
EVTOPTB39404;Peaceful conversion is a better way;La conversion pacifique est préférable;Eine friedvolle Konvertierung erscheint sinnvoller;;La conversión pacífica es una opción mejor;;;;;;;;;x
#force_converting;Force Converting;;Konvertierung erzwingen;;Forzar la Conversión;;;;;;;;;x
heretic_stronghold;Heretic Stronghold;Bastion hérétique;Ketzerische Hochburg;;Fortaleza hereje;;;;;;;;;x
pope_heretic_removal_approve;Removed Heretic Advisor;Conseiller hérétique retiré;Ketzerischer Berater beseitigt;;Ha despedido al consejero hereje;;;;;;;;;x
pope_heretic_removal_disapprove;Refused to Remove Heretic Advisor;Refus de retirer le conseiller hérétique;Ketzerischer Berater nicht beseitigt;;Ha rechazado despedir al consejero hereje;;;;;;;;;x
EVTDESC39410;There are rumors that one of the rulers of Christendom is employing a heretic in their court. This is not acceptable to the Church, and this earthly lord will surely be damned unless we intervene.;On dit que l'un des souverains de la chrétienté emploie un hérétique à sa Cour. L'Église ne peut le tolérer, et ce seigneur terrestre sera sûrement damné si nous n'intervenons pas.;Es kursieren Gerüchte, dass einer der christlichen Herrscher an seinem Hof einen Ketzer unterhält. Das sagt der Kirche überhaupt nicht zu: Ewige Verdammnis erwartet den Herrscher, wenn wir nicht eingreifen.;;Existen rumores de que uno de los gobernantes de la cristiandad emplea a un hereje en su corte. Esto no es admisible por la iglesia y este señor terrenal será maldecido a menos que intervengamos.;;;;;;;;;x
EVTOPTA39410;Demand that this advisor be imprisoned!;Exiger que ce conseiller soit emprisonné !;Dieser Berater muss eingekerkert werden!;;¡Solicitar que este consejero sea encarcelado!;;;;;;;;;x
EVTDESC39441;I am most concerned that you allow heretics as your advisors. They should immediately be removed from position their position.;Je suis très inquiet que vous preniez des conseillers hérétiques auprès de vous. Ils devraient être démis de leurs fonctions immédiatement.;Es besorgt mich zu sehen, dass Ihr Euch von Ketzern beraten lasst. Sie sollten umgehend ihres Amtes enthoben werden!;;Me preocupa que admitas a herejes como consejeros. Deberían ser retirados de sus cargos inmediatamente.;;;;;;;;;x
EVTOPTA39441;Imprison the heretic;Emprisonner l'hérétique;Den Ketzer einsperren;;Encarcelar al hereje;;;;;;;;;x
EVTOPTB39441;I rule in my realm!;C'est moi qui commande ici !;Ich bin Herrscher in meinem Reich!;;¡Yo gobierno en mi reino!;;;;;;;;;x
opinion_liege_has_heretic_advisor;Liege has Heretic Advisor;Le seigneur a des conseillers hérétiques;Der Lehnsherr hat einen ketzerischen Hofberater;;El señor tiene un consejero hereje;;;;;;;;;x
EVTDESC39445;My liege has a heretic as one of [Root.Liege.GetHerHis] advisors!;M[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige a un hérétique parmi ses conseillers !;Unter den Beratern meines Lehnsherren gibt es einen Ketzer!;;¡Mi señor cuenta con un hereje entre sus asesores!;;;;;;;;;x
EVTOPTA39445;Shocking! I must send a complaint!;C'est inadmissible ! Je dois lui adresser une plainte !;Ich bin erschüttert! Das werde ich melden.;;¡Increible! ¡Debo enviar una queja!;;;;;;;;;x
EVTOPTB39445;It is not of my concern;Ce ne sont pas mes affaires.;Das geht mich nichts an;;No es asunto mío;;;;;;;;;x
EVTDESC39446;My liege, I am shocked to find that you have appointed a heretic as one of your advisors.\n\nSigned,\n[From.GetTitledName];M[Root.GetOnA][Root.GetLordLady], \nCela me scandalise d'apprendre que vous avez pris un hérétique comme conseiller.\n\nSigné,\n[From.GetTitledName];Mein Lehnsherr, es erschüttert mich zutiefst, dass Ihr einen Ketzer in Euren Beraterstab aufgenommen habt.\n\nGezeichnet,\n[From.GetTitledName];;Mi señor, me sorprende averiguar que habéis nombrado a un hereje como uno de vuestros consejeros.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA39446;That is too bad;C'est dommage.;Das ist ja ärgerlich;;Malas noticias;;;;;;;;;x
AIREASON_POSITIVE_OPINION;Positive Opinion of §Y[GetTitledFirstName]§!;Opinion positive de §Y[GetTitledFirstName]§!;Ich stehe hinter §Y[GetTitledFirstName]§!;;¡Opinión positiva acerca de §Y[GetTitledFirstName]§!;;;;;;;;;x
AIREASON_NEGATIVE_OPINION;Negative Opinion of §Y[GetTitledFirstName]§!;Opinion négative de §Y[GetTitledFirstName]§!;Ich stehe nicht hinter §Y[GetTitledFirstName]§!;;¡Opinión negativa acerca de §Y[GetTitledFirstName]§!;;;;;;;;;x
AIREASON_FREE_VS_PAPAL_INVEST;Target has Papal Investiture and you do not;La cible a l'investiture papale et vous non;Die Zielperson wurde vom Papst berufen, im Gegensatz zu Euch;;El objetivo tiene Investidura Papal y tú no;;;;;;;;;x
INCLUDE_ALL_VASSALS;Include Lower Titles;Inclure tous les titres;Niedrigere Titel einschließen;;Incluir títulos menores;;;;;;;;;x
opinion_repented_sins;Repented Sins;Repenti;Verbüßte Sünden;;Arrepentimiento de Pecados;;;;;;;;;x
UNDER_CONSTRUCTION;Under Construction;En construction ;In Arbeit;;En construcción;;;;;;;;;x
UPGRADING_TO;Upgrading To:;Amélioration en : ;Aufwertung zu:;;Actualizando a:;;;;;;;;;x
CONSTRUCTION_STALLED;§RConstruction has stalled due to enemy occupation§!;§RConstruction interrompue par l'occupation ennemie§!;§RArbeiten wurden durch gegnerische Belagerung verzögert§!;;§RLa construcción se ha paralizado debido a la ocupación del enemigo§!;;;;;;;;;x
#GRANT_LANDED_TITLE_INTERACTION_6;Grant the §Y[ThirdPartyTitle.GetFullName]§W and all titles under it to §Y[Recipient.GetTitledFirstName]§W, increasing [Recipient.GetPossPronoun] opinion of you by §G$OPINION$§W.;;Der Titel §Y[ThirdPartyTitle.GetFullName]§W und alle damit verbundenen Titel werden §Y[Recipient.GetTitledFirstName]§W verliehen, sodass sich [Recipient.GetPossPronoun]e Meinung von Euch um §G$OPINION$§W verbessert.;;Conceder el §Y[ThirdPartyTitle.GetFullName]§W y todos los títulos bajo el mismo a §Y[Recipient.GetTitledFirstName]§W. Esto incrementará su opinión acerca de ti en §G$OPINION$§W.;;;;;;;;;x
desc_job_chancellor;The §Y$JOB$§! is your advisor on matters of diplomacy. The position is traditionally considered the highest on the council.;Votre §Y$JOB$§! est votre conseiller en matière de diplomatie. Ce poste est traditionnellement considéré comme le plus élevé du Conseil.;Der §Y$JOB$§! ist Euer Berater für diplomatische Angelegenheiten. Traditionell wird das als die höchste Position im Rat betrachtet.;;El §Y$JOB$§! es tu asesor en cuestiones de diplomacia. Por tradición, se considera el puesto más alto del Consejo.;;;;;;;;;x
desc_job_marshal;The §Y$JOB$§! is the councillor in charge of the military. When the ruler cannot or will not command armies, the §Y$JOB$§! will do it.;Le §Y$JOB$§! est le conseiller en charge des affaires militaires. Lorsqu'un dirigeant ne peut pas commander ses armées, c'est au §Y$JOB$§! que revient cette responsabilité.;Der §Y$JOB$§! ist für militärische Angelegenheiten zuständig. Wenn der Herrscher nicht zur Kriegsführung abkömmlich oder gewillt ist, so übernimmt der §Y$JOB$§! diese Aufgabe.;;El §Y$JOB$§! es el consejero encargado del ejército. Si el gobernante no quiere o no puede liderar los batallones, el §Y$JOB$§! lo hará.;;;;;;;;;x
desc_job_treasurer;The §Y$JOB$§! helps you collect taxes and administer your demesne.;Votre §Y$JOB$§! vous aide à collecter l'impôt et à administrer votre domaine.;Der §Y$JOB$§! ist für die Steuereintreibung und für die Verwaltung Eurer Domäne zuständig.;;El §Y$JOB$§! te ayuda a recolectar impuestos y a administrar tu feudo.;;;;;;;;;x
desc_job_spymaster;§Y$JOB$§! is an unofficial position on the council. The office holder is responsible for all matters of intrigue and skullduggery.;§Y$JOB$§! est un poste officieux du Conseil qui s'occupe des intrigues et autres filouteries.;§Y$JOB$§! ist eine inoffizielle Ratsposition. Wer immer sie bekleidet, der ist verantwortlich für Intrige und Komplott.;;§Y$JOB$§! es una posición no oficial del consejo. Quien ostenta el cargo es responsable de los asuntos de intriga y conspiración.;;;;;;;;;x
desc_job_spiritual;The §Y$JOB$§! is your personal advisor on matters of the faith, but does not necessarily have to belong to the clergy.;Votre §Y$JOB$§! est votre conseiller personnel en matière de religion, mais il n'appartient pas forcément au clergé.;Der §Y$JOB$§! ist Euer persönlicher Berater in religiösen Fragen. Er gehört aber nicht notwendigerweise dem Klerus an.;;El §Y$JOB$§! es tu asesor personal en temas de fe, pero no debe pertenecer al clero necesariamente.;;;;;;;;;x
job_spiritual_pagan_group;Chief Diviner;Médium en chef;Oberster Wahrsager;;Gran Chamán;;;;;;;;;x
job_spiritual_christian;Court Chaplain;Chapelain;Hofkaplan;;Capellán;;;;;;;;;x
job_chancellor_arabic;Grand Vizier;Grand vizir;Großwesir;;Gran Visir;;;;;;;;;x
EVTTOOLTIP63053;is set free;est libéré;ist frei;;obtiene la libertad;;;;;;;;;x
religious_tension;Religious Tension;Tensions religieuses;Religiöse Spannungen;;Tensión religiosa;;;;;;;;;x
PEACE_DEMAND;Enforce Demands;Appuyer nos exigences;Forderungen erzwingen;;Hacer cumplir las peticiones;;;;;;;;;x
PEACE_WHITEPEACE;Offer White Peace;Proposer une paix blanche;Weißen Frieden anbieten;;Ofrecer bandera blanca;;;;;;;;;x
REL_HEAD_SUCCESSION_SETUP;A New Religious Head;Un nouveau chef religieux;Ein neuer religiöser Führer;;Una nueva cabeza religiosa;;;;;;;;;x
ANTI_POPE_CREATION_SETUP;An Anti-Pope;Un antipape;Ein Gegenpapst;;Un Antipapa;;;;;;;;;x
ANTI_POPE_CESSATION_SETUP;Anti-Papacy Ends;Fin de l'anti papauté;Gegenpapsttum beendet;;Fin del Antipapado;;;;;;;;;x
WE_JOIN_A_WAR_SETUP;We join a War;Nous rejoignons une guerre;Wir gehen in den Kriegszustand über;;Nos unimos a una guerra;;;;;;;;;x
CHAR_EDUCATED_LOG;§Y$NAME$§! is now of legal age. $PRONOUN$ became a §Y$TRAIT$§!.;§Y$NAME$§! a atteint désormais l'âge légal de la majorité et est devenu §Y$TRAIT$§!.;§Y$NAME$§! ist nun volljährig. $PRONOUN$ wird ein §Y$TRAIT$§!.;;§Y$NAME$§! es ahora mayor de edad. $PRONOUN$ se ha convertido en §Y$TRAIT$§!.;;;;;;;;;x
BASE_TROOP_VALUE;Base Levy size: $VALUE$;Taille des troupes de base : $VALUE$;Basis-Aufgebotsgröße:$VALUE$;;Tamaño base de la Leva $VALUE$;;;;;;;;;x
MODIFIED_TROOP_VALUE;Final Levy size: §Y$VALUE$§!;Taille globale des troupes : §Y$VALUE$§!;Endgültige Aufgebotsgröße: §Y$VALUE$§!;;Tamaño final de la leva: §Y$VALUE$§!;;;;;;;;;x
BASE_TROOP_VALUE_TYPE;Base $TYPE$: $VALUE$;$TYPE$ de base : $VALUE$;Basis $TYPE$: $VALUE$;;$TYPE$ base: $VALUE$;;;;;;;;;x
FINAL_TROOP_VALUE_TYPE;Final $TYPE$: §Y$VALUE$§!;$TYPE$ au total : §Y$VALUE$§!;Endgültige $TYPE$: §Y$VALUE$§!;;$TYPE$ final: §Y$VALUE$§!;;;;;;;;;x
FINAL_TROOP_VALUE_TYPE_TOTAL;Final $TYPE$ based on Levy size($LEVY$): §Y$VALUE$§!;$TYPE$ final basé sur la taille de la levée ($LEVY$) : §Y$VALUE$§!;Endgültige $TYPE$ basierend auf Aufgebotsgröße ($LEVY$): §Y$VALUE$§!;;$TYPE$ final basado en el tamaño del impuesto ($LEVY$): §Y$VALUE$§!;;;;;;;;;x
EVTDESC70032;I was simply passing time at the tournament when I saw two knights argue over honor. I knew straight away that the argument was spurious and the result would be unnecessary bloodshed. I attempted to mediate the dispute and they told me that at least one of the knights should survive the resulting duel.;Je passais le temps au tournoi lorsque je vis deux chevaliers se disputer pour une question d'honneur. Je sus tout de suite que la dispute n'était qu'un prétexte et qu'elle allait se solder par un bain de sang. Je tentai donc de jouer les médiateurs, et ils me dirent qu'au moins un des chevaliers devrait survivre au duel.;Ich wollte nur ein wenig Zeit beim Turnier vertreiben, als ein Ehrenstreit zwischen zwei Rittern losbrach. Ich wusste, dass es nur eine Farce war, und wollte unnötiges Blutvergießen verhindern. Also vermittelte ich zwischen ihnen und sie erklärten, zumindest einer der Ritter sollte das folgende Duell überleben.;;Estaba matando el tiempo en el torneo cuando vi a dos caballeros discutir acerca del honor. Sabía de antemano que la discusión era supérflua y que conduciría a un derramamiento de sangre innecesario. Traté de mediar en la disputa y me respondieron que al menos uno de los caballeros debería sobrevivir al duelo resultante.;;;;;;;;;x
stop_commerce;Stopped Commerce in all Church Squares;Commerce interrompu sur toutes les places d'église;Handel auf allen Kirchplätzen unterbunden;;Comercio interrumpido en todas las plazas de la iglesia;;;;;;;;;x
prima_noctae;Prima Noctae;Prima Noctae;Recht der ersten Nacht;;Derecho de pernada;;;;;;;;;x
peasants_forbidden_sale;Peasants are forbidden to sell goods within City walls;Les paysans n'ont pas le droit de vendre des produits à l'intérieur des murs de la cité.;Bauern ist es verboten, ihre Güter innerhalb von Stadtmauern zu verkaufen;;Los campesinos tienen prohibido vender mercancías dentro de las murallas de la ciudad;;;;;;;;;x
clergy_extra_tithe;The Church collect an extra tithe on free peasants;L'Église perçoit une dîme supplémentaire auprès des paysans libres;Die Kirche sammelt einen zusätzlichen Zehnt von freien Bauern;;La iglesia recolecta un diezmo adicional sobre los campesinos libres;;;;;;;;;x
LAW_CHANGE_NO_CIVIL_WAR;Not in a Civil War;Pas en guerre civile;Nicht in einem Bürgerkrieg;;No en una guerra civil;;;;;;;;;x
#EVTOPTA75031;Give a stern talking to [Root.GetChancellorName] [This.GetTitledFirstName];;Ein ernstes Gespräch mit dem [Root.GetChancellorName] [This.GetTitledFirstName] führen;;Hablar seriamente con el [Root.GetChancellorName] [This.GetTitledFirstName];;;;;;;;;x
c_carcassonne_adj;Carcassonian;carcassonnaise;Carcassonnisch;;Carcasoniano;;;;;;;;;x
