#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME60500;The Mongols;Les Mongols;Die Mongolen;;Los mongoles;;;;;;;;;x
EVTDESC60500;Word has reached us that an ambitious Khan from beyond the great mountains has set out to unite the clans of the great steppe. It is also said by men who read the stars that this Khan is destined to become the ruler of the world.;Des nouvelles nous parviennent au sujet d'un ambitieux khan au-delà des grandes montagnes dont l'ambition est d'unir les clans de la grande steppe. Ceux qui lisent dans les étoiles racontent également que le destin de ce khan est de dominer le monde.;Es erreichte uns die Nachricht, dass ein ehrgeiziger Khan von jenseits der Berge sich der Einigung der Klans der Steppe verschrieben hat. Außerdem sprechen die Sterndeuter davon, dass dieser Khan dazu bestimmt sein wird, zum Herrscher der ganzen Welt aufzusteigen.;;Nos ha llegado el rumor de que un ambicioso kan más allá de las grandes montañas está decidido a unir a los clanes de la gran estepa. Los hombres que leen las estrellas también dicen que este kan está destinado a convertirse en el soberano del mundo.;;;;;;;;;x
EVTOPTA60500;What could those equestrians hope to accomplish?;On se demande bien ce que ces cavaliers espèrent.;Was können diese Reitervölker schon groß erreichen?;;¿Qué esperarán conseguir aquellos jinetes?;;;;;;;;;x
EVTOPTB60500;That should be nothing to worry about.;Il n'y a pas lieu de s'inquiéter.;Das dürfte wenig Anlass zur Sorge bereiten.;;No será nada de lo que preocuparse.;;;;;;;;;x
EVTOPTC60500;No-one will rule over our people!;Personne ne dirigera notre peuple !;Niemand wird sich zum Herrscher über unser Volk aufschwingen!;;¡Nadie gobernará sobre nuestra gente!;;;;;;;;;x
GENGHIS_KHAN;Genghis Khan;Genghis Khan;Dschingis Khan;;Gengis Kan;;;;;;;;;x
greatest_of_khans;Greatest of Khans;Le khan des khans;Der Großkhan;;El más grande de los kanes;;;;;;;;;x
become_genghis_khan;Become Greatest of Khans;Devenir le khan des khans;Werdet zum Großkhan;;Convertido en el más grande de los kanes;;;;;;;;;x
become_genghis_khan_desc;A Mongolian ruler who manages to unite the clans of the Great Steppe may claim the title of Genghis Khan, Greatest of Khans. While unifying the people of the step is quite a challenge, fullfilling the prophecy of ultimately becoming the leader of the world may prove to be even harder.;Un chef mongol qui parvient à unir les clans de la Grande Steppe peut revendiquer le titre de Genghis Khan, le khan des khans. Si le fait d'unir les peuples des steppes est tout un défi en soi, accomplir la prophétie de devenir le souverain du monde peut s'avérer plus difficile encore.;Ein mongolischer Herrscher, dem es gelingt, die Klans der Steppe zu einen, kann für sich den Titel Dschingis Khan, Großkhan, beanspruchen. Die Einigung der Steppenbewohner für sich genommen stellt bereits eine Herausforderung dar. Von der Erfüllung der Prophezeiung, zum Herrscher über die Welt zu werden, ganz zu schweigen.;;Un gobernante mongol que logra unir a los clanes de la gran estepa puede reclamar el título de Gengis Kan, el más grande de los kanes. Mientras que unir a la gente de la estepa es un auténtico desafío, cumplir la profecía de convertirse finalmente en el líder del mundo podría ser aún más difícil.;;;;;;;;;x
become_genghis_khan_tribal;Become Greatest of Khans;Devenir le khan des khans;Werdet zum Großkhan;;Convertido en el más grande de los kanes;;;;;;;;;x
become_genghis_khan_tribal_desc;A Mongolian ruler who manages to unite the clans of the Great Steppe may claim the title of Genghis Khan, Greatest of Khans. While unifying the people of the steppe is quite a challenge, fullfilling the prophecy of ultimately becoming the leader of the world may prove to be even harder.;Un chef mongol qui parvient à unir les clans de la Grande Steppe peut revendiquer le titre de Genghis Khan, le khan des khans. Si le fait d'unir les peuples des steppes est tout un défi en soi, accomplir la prophétie de devenir le souverain du monde peut s'avérer plus difficile encore.;Ein mongolischer Herrscher, dem es gelingt, die Klans der Steppe zu einen, kann für sich den Titel Dschingis Khan, Großkhan, beanspruchen. Die Einigung der Steppenbewohner für sich genommen stellt bereits eine Herausforderung dar. Von der Erfüllung der Prophezeiung, zum Herrscher über die Welt zu werden, ganz zu schweigen.;;Un gobernante mongol que logra unir a los clanes de la gran estepa puede reclamar el título de Gengis Kan, el más grande de los kanes. Mientras que unir a la gente de la estepa es un auténtico desafío, cumplir la profecía de convertirse finalmente en el líder del mundo podría ser aún más difícil.;;;;;;;;;x
EVTNAME60520;The Mongols;Les Mongols;Die Mongolen;;Los mongoles;;;;;;;;;x
EVTDESC60520;The many Khans of the steppe have been rallied under the same banner. The leader that managed to unite them all is [From.GetFirstName] of [From.PrimaryTitle.GetName]. The people of the steppe now call their leader Genghis Khan, Greatest of Khans, and have set their minds not only on ruling the steppes but to spread throughout the world. Is there anyone who can stop the thundering armies of thousands of hooves?;Les nombreux khans de la steppe se sont ralliés sous le même étendard. Le chef qui est parvenu à tous les unir est [From.GetFirstName] de [From.PrimaryTitle.GetName]. Le peuple des steppes appelle désormais son chef Genghis Khan, le khan des khans. Leur but est désormais non seulement de régner sur les steppes, mais aussi sur le monde entier. Quelqu'un pourra-t-il mettre un terme à la progression de cette grondante armée de cavaliers ?;Die vielen Khans der Steppe wurden unter einem Banner geeint. Gelungen ist dies unter Führung von [From.GetFirstName] von [From.PrimaryTitle.GetName]. Die Steppenbewohner nennen ihren Anführer nun Dschingis Khan, den Großkhan, und sie streben nun nach einer Ausweitung ihrer Macht von der Steppe auf die ganze Welt. Wem kann es gelingen, sich den donnernden Hufen dieser tausendköpfigen Reiterarmee entgegenzustellen?;;Los muchos kanes de la estepa han sido congregados bajo la misma bandera. El líder que logró unir a todos es [From.GetFirstName] de [From.PrimaryTitle.GetName]. La gente de la estepa ahora llama a su líder Gengis Kan, el más grande de los kanes, y se han propuesto no sólo gobernar las estepas sino extenderse por todo el mundo. ¿Hay alguien que pueda detener los atronadores ejércitos de miles de pezuñas.;;;;;;;;;x
EVTOPTA_60520;I truly am great!;Je suis vraiment puissant !;Der Große wird man mich nennen, zu Recht!;;¡Soy realmente magnífico!;;;;;;;;;x
EVTOPTB_60520;Something has to be done to stop them!;Il faut faire quelque chose pour les arrêter.;Es muss alles unternommen werden, sie aufzuhalten!;;¡Hay que hacer algo para detenerlos!;;;;;;;;;x
EVTOPTC_60520;[From.GetFirstName] truly is the Greatest of Khans!;[From.GetFirstName] est vraiment le khan des khans !;[From.GetFirstName] ist wahrlich der Größte aller Khans!;;¡[From.GetFirstName] es ciertamente el más grande de los kanes!;;;;;;;;;x
strategic_innovation;Strategic Innovation;Innovation stratégique;Strategische Innovation;;Innovación estratégica;;;;;;;;;x
EVTOPTC_94019;I'll use this knowledge to my advantage!;J'utiliserai cette connaissance à mon avantage !;Ich werde dieses Wissen zu meinem Vorteil einsetzen!;;¡Usaré este conocimiento en mi ventaja!;;;;;;;;;x
EVTDESC_WOL_10999;More than a month has passed since you set out with your expedition, and you have yet to find a suitable trade partner anywhere. Your crew is homesick, and have now turned the company around to head home.;Plus d'un mois s'est écoulé depuis votre départ en expédition et vous n'avez toujours pas trouvé de partenaire commercial répondant à vos attentes. Ceux qui vous accompagnent ont le mal du pays et ont décidé de rebrousser chemin.;Mehr als ein Monat ist seit dem Beginn Eurer Expedition vergangen, doch noch immer seid Ihr auf der Suche nach einem geeigneten Handelspartner. Eure Männer sehnen sich nach ihrem Zuhause und haben nun die Umkehr der Gruppe in Richtung Heimat veranlasst.;;Más de un mes ha pasado desde que partiste con tu expedición,y todavía tienes que encontrar a un socio comercial adecuado en algún lugar. Tu gente siente nostalgia y ha girado la expedición de vuelta a casa.;;;;;;;;;x
EVTOPTA_WOL_10999;Tough luck.;Pas de chance.;Das ist Pech.;;Mala suerte.;;;;;;;;;x
#EVTDESC_HL_8005_mother;As your mother's heir it falls upon you to bring her to the mountains. She will be offered to the birds of prey, and in death she will generously share her flesh with all living creatures.;En tant qu'héritier de votre mère, il vous revient de l'emmener dans les montagnes. Elle sera offerte en sacrifice aux oiseaux de proie et, dans la mort, elle partagera généreusement sa chair avec toutes les créatures vivantes.;Als Erbe Eurer Mutter fällt es an Euch, sie in die Berge zu bringen. Dort wird ihr Leichnam den Raubvögeln dargeboten. Im Tod wird sie ihr Fleisch selbstlos mit der Welt der Lebenden teilen.;;Como heredero de tu madre te corresponde a ti llevarla a las montañas. Será ofrecida a las aves de rapiña, y en la muerte compartirá generosamente su carne con todas las criaturas vivientes.;;;;;;;;;x
#EVTDESC_HL_8005_sister;Without any heirs of her own, it falls upon you to bring your sister to the mountains. She will be offered to the birds of prey, and in death she will generously share her flesh with all living creatures.;Votre soeur étant sans héritier, il vous revient de l'emmener dans les montagnes. Elle sera offerte en sacrifice aux oiseaux de proie et, dans la mort, elle partagera généreusement sa chair avec toutes les créatures vivantes.;Als nächstem Verwandten Eurer Schwester fällt es an Euch, ihren Leichnam in die Berge zu bringen. Dort wird sie den Raubvögeln dargeboten. Im Tod wird sie ihr Fleisch selbstlos mit der Welt der Lebenden teilen.;;Sin ningún heredero propio, recae sobre ti llevar a tu hermana a las montañas. Será ofrecida a las aves de rapiña, y en la muerte compartirá generosamente su carne con todas las criaturas vivientes.;;;;;;;;;x
tooltip_not_busy;Is NOT already busy\n;Est disponible\n;Ist NICHT bereits beschäftigt\n;;Ya NO está ocupado/a \n;;;;;;;;;x
EVTOPTB5051;I should take the bird out for some hunting instead.;Je devrais plutôt emmener l'oiseau à la chasse.;Ich sollte den Vogel besser mit auf die Jagd nehmen.;;Más bien debería sacar el ave a cazar.;;;;;;;;;x
no_horse_breeder_1;Horse Breeder;Élevage de chevaux;Pferdezüchter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_2;Horse Breeder;Élevage de chevaux;Pferdezüchter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_3;Horse Breeder;Élevage de chevaux;Pferdezüchter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_4;Horse Breeder;Élevage de chevaux;Pferdezüchter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_5;Horse Breeder;Élevage de chevaux;Pferdezüchter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_6;Horse Breeder;Élevage de chevaux;Pferdezüchter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_7;Horse Breeder;Élevage de chevaux;Pferdezüchter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_8;Horse Breeder;Élevage de chevaux;Pferdezüchter;;Criador de caballos.;;;;;;;;;x
#no_horse_breeder_desc;;;;;;;;;;;;;;x
no_wrestling_1;Wrestling;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_2;Wrestling;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_3;Wrestling;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_4;Wrestling;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_5;Wrestling;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_6;Wrestling;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_7;Wrestling;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_8;Wrestling;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_desc;In the wrestling pit people fight for glory and enjoyment.;Dans la fosse, on combat pour la gloire et pour le plaisir.;In der Ringergrube kämpft man um Ruhm und als Zeitvertreib.;;En el foso de lucha libre, la gente lucha por gloria y diversión.;;;;;;;;;x
no_shrine_1;Shrine;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_2;Shrine;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_3;Shrine;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_4;Shrine;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_5;Shrine;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_6;Shrine;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_7;Shrine;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_8;Shrine;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_desc;At the shrine people can practice the main religious rituals and ceremonies.;Dans le sanctuaire, on pratique les principaux rites et cérémonies.;Am Schrein können die Menschen religiöse Rituale und Zeremonien durchführen.;;En el lugar sagrado la gente puede practicar los principales rituales y ceremonias religiosas.;;;;;;;;;x
no_ox_wagon_1;Ox & Wagon;Bœuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_2;Ox & Wagon;Bœuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_3;Ox & Wagon;Bœuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_4;Ox & Wagon;Bœuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_5;Ox & Wagon;Bœuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_6;Ox & Wagon;Bœuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_7;Ox & Wagon;Bœuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_8;Ox & Wagon;Bœuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_desc;Wagons pulled by oxen are used to move villages and supplies. Yurts were commonly moved fully assembled to achieve a mobile community.;On utilise des chariots tirés par des bœufs pour transporter des vivres aussi bien que des villages. On déplaçait souvent les yourtes sans les démonter, la communauté était nomade.;Ochsenkarren werden eingesetzt, um Dörfer und Vorräte zu transportieren. Die Jurten wurden für gewöhnlich komplett aufgebaut auf die Reise geschickt, wodurch eine mobile Gemeinschaft entstand.;;Los vagones tirados por bueyes se utilizan para trasladar aldeas y los suministros. Las yurtas eran comúnmente trasladadas totalmente montadas para conseguir una comunidad móvil.;;;;;;;;;x
no_sheep_1;Sheep;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_2;Sheep;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_3;Sheep;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_4;Sheep;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_5;Sheep;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_6;Sheep;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_7;Sheep;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_8;Sheep;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_desc;Sheep wool is used to make felt in addition to the meat that the sheep provide.;La laine de mouton sert à faire du feutre. On l'élève également pour sa viande.;Neben ihrer Rolle als Fleischlieferanten wurden Schafe auch gehalten, um aus ihrer Wolle Filz herzustellen.;;La lana de oveja se usa para hacer fieltro, además de la carne que las ovejas proporcionan.;;;;;;;;;x
no_hunting_parties_1;Hunting Parties;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_2;Hunting Parties;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_3;Hunting Parties;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_4;Hunting Parties;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_5;Hunting Parties;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_6;Hunting Parties;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_7;Hunting Parties;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_8;Hunting Parties;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_desc;Regular hunting activities are arranged in the region.;On organise souvent des parties de chasse dans la région.;In dem Gebiet werden regelmäßig Jagden durchgeführt.;;En la región se suelen organizar regularmente actividades de caza.;;;;;;;;;x
no_riding_contests_1;Riding Contests;Concours d'équitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_2;Riding Contests;Concours d'équitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_3;Riding Contests;Concours d'équitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_4;Riding Contests;Concours d'équitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_5;Riding Contests;Concours d'équitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_6;Riding Contests;Concours d'équitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_7;Riding Contests;Concours d'équitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_8;Riding Contests;Concours d'équitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_desc;A competition to bring forth the fastest riders.;Une compétition destinée à attirer les cavaliers les plus rapides.;Ein Wettkampf, um die schnellsten Reiter zu finden.;;Una competición para identificar a los jinetes más rápidos.;;;;;;;;;x
no_yam_1;Yam;Yam;Yam;;Yam;;;;;;;;;x
no_yam_2;Yam;Yam;Yam;;Yam;;;;;;;;;x
no_yam_3;Yam;Yam;Yam;;Yam;;;;;;;;;x
no_yam_4;Yam;Yam;Yam;;Yam;;;;;;;;;x
no_yam_5;Yam;Yam;Yam;;Yam;;;;;;;;;x
no_yam_6;Yam;Yam;Yam;;Yam;;;;;;;;;x
no_yam_7;Yam;Yam;Yam;;Yam;;;;;;;;;x
no_yam_8;Yam;Yam;Yam;;Yam;;;;;;;;;x
no_yam_desc;Checkpoints for a fast messenger system giving supplies and fresh horses to allow messengers to travel huge distances every day.;Des relais permettant une transmission rapides des messages, offrant les vivres et les montures fraîches indispensables aux voyages sur de longues distances.;Posten, an denen die berittenen Boten des Botennetzwerks Verpflegung und frische Pferde erhalten konnten, sodass sie an einem Tag riesige Entfernungen zurücklegen konnten.;;Puntos de control para un sistema de mensajeros rápidos que proporcionan suministros y caballos frescos para permitir que mensajeros recorran grandes distancias al día.;;;;;;;;;x
no_baghatur_council_1;Baghatur Council;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_2;Baghatur Council;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_3;Baghatur Council;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_4;Baghatur Council;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_5;Baghatur Council;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_6;Baghatur Council;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_7;Baghatur Council;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_8;Baghatur Council;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_desc;The most proven heroes of the realm gather to discuss everything from politics to tactics.;Les plus grands héros du royaume se rassemblent pour discuter de politique ou de tactiques militaires.;Hier versammeln sich die erfahrensten Recken des Reiches, um über Politik und Kriegsführung zu sprechen.;;Los héroes más probados del reino se reúnen para hablar de todo, de política a tácticas.;;;;;;;;;x
no_cattle_pens_1;Cattle Pens;Enclos à bétail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_2;Cattle Pens;Enclos à bétail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_3;Cattle Pens;Enclos à bétail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_4;Cattle Pens;Enclos à bétail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_5;Cattle Pens;Enclos à bétail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_6;Cattle Pens;Enclos à bétail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_7;Cattle Pens;Enclos à bétail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_8;Cattle Pens;Enclos à bétail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_desc;The cattle livestock provides meat and works as pack animals.;Le bétail fournit l'approvisionnement en viande ainsi qu'une force de travail.;Die Rinder liefern Fleisch und werden als Lasttiere eingesetzt.;;El ganado vacuno proporciona carne y trabajo como animales de carga.;;;;;;;;;x
no_meat_preserver_1;Meat Preserver;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_2;Meat Preserver;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_3;Meat Preserver;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_4;Meat Preserver;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_5;Meat Preserver;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_6;Meat Preserver;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_7;Meat Preserver;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_8;Meat Preserver;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_desc;Dried meat work as effective field rations for the armies.;La viande séchée est utilisée efficacement dans les rations militaires.;Dörrfleisch dient als effiziente Verpflegung für die Armee im Feld.;;La carne seca sirve eficazmente como raciones de campo para los ejércitos.;;;;;;;;;x
no_harbor_1;Harbor;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_2;Harbor;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_3;Harbor;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_4;Harbor;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_5;Harbor;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_6;Harbor;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_7;Harbor;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_8;Harbor;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_desc;A harbor village allowing small transport and trade ships to dock and be maintained.;Un village portuaire permet d'accueillir et de réparer de petits bateaux de transport et de commerce.;In einer Siedlung mit Hafen können kleine Transport- und Handelsschiffe anlegen und instand gesetzt werden.;;Un pueblo portuario que permite amarrar y mantener pequeños transportes y buques comerciales.;;;;;;;;;x
no_fishing_village_1;Fishing Village;Village de pêcheurs;Fischerdorf;;Pueblo de pescadores;;;;;;;;;x
no_fishing_village_2;Fishing Village;Village de pêcheurs;Fischerdorf;;Pueblo de pescadores;;;;;;;;;x
no_fishing_village_3;Fishing Village;Village de pêcheurs;Fischerdorf;;Pueblo de pescadores;;;;;;;;;x
no_fishing_village_4;Fishing Village;Village de pêcheurs;Fischerdorf;;Pueblo de pescadores;;;;;;;;;x
no_fishing_village_5;Fishing Village;Village de pêcheurs;Fischerdorf;;Pueblo de pescadores;;;;;;;;;x
no_fishing_village_6;Fishing Village;Village de pêcheurs;Fischerdorf;;Pueblo de pescadores;;;;;;;;;x
no_fishing_village_7;Fishing Village;Village de pêcheurs;Fischerdorf;;Pueblo de pescadores;;;;;;;;;x
no_fishing_village_8;Fishing Village;Village de pêcheurs;Fischerdorf;;Pueblo de pescadores;;;;;;;;;x
no_fishing_village_desc;Fishers use the nearby water to provide an additional source of food.;La pêche constitue une source de nourriture supplémentaire.;Fischer nutzen nahe gelegene Fischgründe zur Ergänzung des Nahrungsangebots.;;Los pescadores utilizan las aguas cercanas para proporcionar una fuente adicional de alimento.;;;;;;;;;x
no_felt_crafter_1;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_2;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_3;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_4;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_5;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_6;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_7;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_8;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_desc;Turning the wool into felt for use in clothes or the construcion of tents.;On y transforme la laine en feutre pour fabriquer des vêtements ou des tentes.;Stellt aus Wolle Filz her, das zu Kleidung und Zelten weiterverarbeitet wird.;;Convierte la lana en fieltro para su uso en la ropa o la construcción de tiendas de campaña.;;;;;;;;;x
no_composite_bow_crafter_1;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_2;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_3;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_4;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_5;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_6;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_7;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_8;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_desc;Crafted from bamboo, horn and sinew, small composite bows are agile enough to be used effectively on horseback.;Fabriqués en bambou, en corne et en tendons, ces petits arcs composites sont suffisamment maniables pour être utilisés à cheval.;Die kurzen Kompositbögen, die aus Bambus, Horn und Sehnen hergestellt werden, sind so handlich, dass sie selbst während des Reitens eingesetzt werden können.;;Fabricado con bambú, cuerno y tendón, los pequeños arcos compuestos son lo suficientemente ágiles para ser utilizados eficazmente a caballo.;;;;;;;;;x
no_lamellar_armor_crafter_1;Lamellar Armor Crafter;Fabrique d'armures lamellaires;Rüstungsmacher für Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_2;Lamellar Armor Crafter;Fabrique d'armures lamellaires;Rüstungsmacher für Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_3;Lamellar Armor Crafter;Fabrique d'armures lamellaires;Rüstungsmacher für Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_4;Lamellar Armor Crafter;Fabrique d'armures lamellaires;Rüstungsmacher für Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_5;Lamellar Armor Crafter;Fabrique d'armures lamellaires;Rüstungsmacher für Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_6;Lamellar Armor Crafter;Fabrique d'armures lamellaires;Rüstungsmacher für Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_7;Lamellar Armor Crafter;Fabrique d'armures lamellaires;Rüstungsmacher für Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_8;Lamellar Armor Crafter;Fabrique d'armures lamellaires;Rüstungsmacher für Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
