#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
opinion_hajj_promised;Promised to go on Hajj.;A promis de faire le hajj;Hat versprochen, auf Haddsch zu gehen.;;Prometió hacer el hach.;;;;;;;;;x
EVTTOOLTIPA105052;The calligraphy Quranic verses is much appreciated by [This.GetTitledFirstName];[This.Get_Le_TitledFirstName] apprécie beaucoup la qualité des versets coraniques calligraphiés;Die Kalligraphie koranischer Verse wird von [This.GetTitledFirstName] sehr geschätzt;;La caligrafía de los versos coránicos es muy apreciada por [This.GetTitledFirstName];;;;;;;;;x
EVTTOOLTIPB105052;Despite [Root.GetTitledFirstName] hard work with the calligraphy Quranic verses, the designs and effort is not appreciated by [This.GetTitledFirstName];Malgré le dur travail fourni par [Root.Get_le_TitledFirstName] pour reproduire des versets du Coran en calligraphie, les motifs ne plaisent pas [This.Get_au_TitledFirstName];Trotz [Root.GetTitledFirstName]s harter Arbeit bei der Kalligraphie koranischer Verse weiß [This.GetTitledFirstName] das Dekor und die Bemühungen nicht zu schätzen;;A pesar del duro trabajo de [Root.GetTitledFirstName] con la caligrafía de los versos coránicos, [This.GetTitledFirstName] no aprecia los diseños ni el esfuerzo.;;;;;;;;;x
EVTOPTB105051;My work would only be spoiled in a mosque of such petty calibre;Ce serait un réel gâchis que de produire des calligraphies pour orner une mosquée si peu fréquentée;Meine Arbeit wäre in einer Moschee eines so kleinen Kalibers ruiniert;;Solo una mezquita de tan miserable rango podría despreciar mi trabajo;;;;;;;;;x
EVTTOOLTIPB105053;The Court Calligrapher [Root.GetTitledFirstName]'s refusal is most disappointing to [This.GetTitledFirstName];Le refus du maître-calligraphe [Root.GetTitledFirstName] est une réelle déception pour [This.Get_le_TitledFirstName];Die Weigerung des Hofkalligraphen [Root.GetTitledFirstName] ist sehr enttäuschend für [This.GetTitledFirstName];;El rechazo del calígrafo de la corte [Root.GetTitledFirstName] decepciona en grado sumo a [This.GetTitledFirstName] ;;;;;;;;;x
EVTDESC105052;I received samples of what the Court Calligrapher [From.GetTitledFirstName] had envisioned for the decoration of the mosque, taken special care to the few Quranic verses I had felt most important to adorn the roof and walls of the mosque.;J'ai reçu des échantillons de ce que projette de faire le maître-calligraphe de la Cour [From.GetTitledFirstName] pour la mosquée, et il a prêté une attention toute particulière aux quelques versets coraniques avec lesquels je souhaiterais orner le toit et les murs de la mosquée.;Ich habe Muster erhalten von dem, was der höfische Kalligraph [From.GetTitledFirstName] sich als Dekor der Moschee vorstellt, mit besonderem Umsicht auf die wenigen Koran-Verse, die ich als besonders wichtig erachtet habe, um das Dach und die Wände der Moschee zu verzieren. ;;Recibí muestras de lo que el calígrafo de la corte [From.GetTitledFirstName] había ideado para decorar la mezquita, con especial atención a los versos coránicos que consideré más importantes para adornar el techo y las paredes.;;;;;;;;;x
EVTOPTA105052;[From.GetSheHeCap] has outdone [From.GetHerselfHimself]! Bravo, [From.GetTitledFirstName]!;[From.GetIlElleCap] a fait un travail fantastique ! Bravo, [From.GetTitledFirstName] !;[From.GetSheHeCap] hat sich selbst übertroffen! Bravo, [From.GetTitledFirstName]!;;¡Se ha superado con creces! ¡Bravo, [From.GetTitledFirstName]!;;;;;;;;;x
EVTTOOLTIPA105054;The work of Court Calligrapher [This.GetTitledFirstName] is praised by [Root.GetTitledFirstName];[Root.Get_Le_TitledFirstName] salue le travail réalisé par le maître-calligraphe de la Cour, [This.Get_le_TitledFirstName];Die Arbeit des Hofkalligraphen, [This.GetTitledFirstName], wird von [Root.GetTitledFirstName] gelobt;;[Root.GetTitledFirstName] alaba el trabajo de [This.GetTitledFirstName];;;;;;;;;x
EVTTOOLTIPA105055;The excellence of the Court Calligrapher reaches [This.GetTitledFirstName] ears;[This.Get_Le_TitledFirstName] a vent de l'excellent travail produit par le maître-calligraphe de la Cour;Die hervorragende Leistung des Hofkalligraphen erreicht [This.GetTitledFirstName]s Ohren;;La excelencia del calígrafo de la corte llega a oídos de [This.GetTitledFirstName];;;;;;;;;x
EVTOPTB105052;The design looks as if a three-year-old has smeared ink over the pergament!;On dirait qu'un gamin de 3 ans s'est contenté de barbouiller un parchemin d'encre !;War bei dem Entwurf ein 3-Jähriger am Werk? Scheußlich!;;¡Parece que un niño de tres años ha desparramado tinta sobre el pergamino!;;;;;;;;;x
EVTTOOLTIPB105054;[Root.GetTitledFirstName] tells the Court Calligrapher [This.GetTitledFirstName] how terrible the designs are;[Root.Get_Le_TitledFirstName] informe le maître-calligraphe [This.GetTitledFirstName] que son travail est médiocre;[Root.GetTitledFirstName] sagt dem Hofkalligraphen [This.GetTitledFirstName], wie schrecklich seine Entwürfe sind;;[Root.GetTitledFirstName] informa al calígrafo de la corte [This.GetTitledFirstName] de lo terribles que son los diseños;;;;;;;;;x
EVTTOOLTIPB105055;The pitiful designs has even reached the eyes of [This.GetTitledFirstName];Même [This.Get_le_TitledFirstName] a remarqué les pitoyables motifs du maître-calligraphe;Die bemitleidenswerten Entwürfe haben die Augen von [This.GetTitledFirstName] erreicht;;Los lamentables diseños han llegado incluso a ojos de [This.GetTitledFirstName];;;;;;;;;x
EVTOPTC105052;The designs are good, but [From.GetTitledFirstName] can do better;Les motifs sont jolis mais [From.Get_le_TitledFirstName] peut mieux faire;Die Entwürfe sind gut, aber [From.GetTitledFirstName] ist besser;;Los diseños son buenos, pero [From.GetTitledFirstName] puede hacerlo mejor;;;;;;;;;x
EVTOPTD105052;The designs are awful, but I cannot tell [From.GetTitledFirstName] that!;Ces motifs sont horribles, mais je ne peux décemment pas le dire [From.Get_au_TitledFirstName] !;Furchtbare Entwürfe, aber das verschweige ich [From.GetTitledFirstName].;;Los diseños son horribles, ¡pero no puedo decírselo a [From.GetTitledFirstName]!;;;;;;;;;x
EVTDESC105053;I had thought it to be a great honor, designing the decorations of my mosque and I had even sent [From.GetTitledFirstName] some Quranic verses to give [From.GetHerHim] some ideas of what I wanted together with a most humble letter praising [From.GetTitledFirstName]'s calligraphic skill. The short answer was humiliating in its simplicity:;J'aurais pensé que ce serait un grand honneur que de créer les motifs ornementaux pour ma mosquée et j'avais même envoyé [From.Get_au_TitledFirstName] quelques extraits du Coran pour lui donner une idée de ce que je voulais, le tout accompagné d'une lettre très gentille vantant ses talents en calligraphie. La réponse que j'ai reçue fut aussi courte qu'humiliante : ;Ich hielt es für eine große Ehre, das Dekor meiner Moschee zu entwerfen, und ich hatte [From.GetTitledFirstName] sogar einige koranische Verse geschickt, um [From.Getihmihr] eine Vorstellung zu geben, was ich mir vorgestellt habe, zusammen mit einem sehr demütigen Brief, in dem ich [From.GetTitledFirstName]s kalligraphische Fertigkeiten lobte. Die kurze Antwort war demütigend in seiner Einfachheit: ;;Creía que diseñar la decoración de mi mezquita sería todo un honor, incluso mandé a [From.GetTitledFirstName] unos cuantos versos coránicos para darle ideas sobre lo que quería, junto con una humilde carta solicitando sus habilidades caligráficas. Su corta respuesta fue de una simplicidad humillante:;;;;;;;;;x
EVTOPTA105053;'No' was the answer I got!;'Non !' Voilà la réponse à laquelle j'ai eu droit.;Die Antwort, die ich erhielt, war "Nein"!;;¡Todo lo que me respondió fue 'No'!;;;;;;;;;x
EVTDESC105054;I sent [From.GetTitledFirstName] some short samples of my previous works and the design of the Quranic verses [From.GetSheHe] had specifically asked for. The messenger arrived with a letter from [From.GetTitledFirstName] and I tore it open to reveal what [From.GetTitledFirstName] had written in response to my designs...;J'ai envoyé [From.Get_au_TitledFirstName] quelques exemples de mes récents travaux ainsi que les versets coraniques ornés qu'[From.GetIlElle] m'avait demandés. Quand le messager est arrivé avec une lettre de sa part, j'ai déchiré l'enveloppe pour lire sa réponse...;Ich schickte [From.GetTitledFirstName] einige kleine Muster meiner bisherigen Arbeiten und den Entwürfen der koranischen Verse, um die [From.GetSheHe] mich namentlich gebeten hatte. Der Bote erschien mit einem Brief von [From.GetTitledFirstName] und ich riss ihn auf, um zu erfahren, was [From.GetTitledFirstName] mir als Antwort auf meine Entwürfe geschrieben hatte... ;;Envié a [From.GetTitledFirstName] unas breves muestras de mis trabajos previos, junto con el diseño de los versos coránicos que me había solicitado expresamente. Cuando el mensajero trajo la carta de [From.GetTitledFirstName], la abrí raudo para conocer su respuesta a mis diseños...;;;;;;;;;x
EVTOPTA105054;[From.GetSheHeCap] loved it! Time to start working seriously on this!;[From.GetIlElleCap] a adoré ! Bien, il est grand temps de commencer à travailler sérieusement sur ce projet.;[From.GetSheHeCap] liebte es! Zeit, ernsthaft daran zu arbeiten! ;;¡Le han encantado! ¡Es hora de comenzar a trabajar en esto seriamente! ;;;;;;;;;x
EVTOPTB105054;[From.GetSheHeCap] thought the designs was terrible!;[From.GetIlElleCap] a trouvé mes ornements horribles !;[From.GetSheHeCap] meinte, die Entwürfe seien fürchterlich! ;;¡Cree que los diseños eran terribles!;;;;;;;;;x
EVTOPTC105054;[From.GetSheHeCap] chided me for not taking this seriously!;[From.GetIlElleCap] me reproche de n'avoir pas pris sa demande au sérieux !;[From.GetSheHeCap] schalt mich, es nicht ernst zu nehmen! ;;¡Me reprendió por no tomarme los diseños en serio!;;;;;;;;;x
EVTOPTD105054;[From.GetSheHeCap] was happy with the designs;[From.GetIlElleCap] trouve mes dessins plutôt jolis;[From.GetSheHeCap] war glücklich mit den Entwürfen ;;Mis diseños le han gustado;;;;;;;;;x
EVTDESC105055;I saw the design of the Quranic verses my Court Calligrapher [FromFrom.GetTitledFirstName] had created for [From.GetTitledFirstName]'s new mosque and I couldn't believe anyone would be dissatisfied with it, [FromFrom.GetTitledFirstName] is a master with the qalam!;J'ai pu voir les ornements des versets coraniques réalisés par le maître-calligraphe de la Cour, [FromFrom.Get_le_TitledFirstName], et destinés à la nouvelle mosquée [From.Get_du_TitledFirstName]. Je ne comprends pas qu'on puisse ne pas aimer ce travail, [FromFrom.Get_le_TitledFirstName] est un expert en calligraphie.;Ich sah die Entwürfe der koranischen Verse, die mein höfischer Kalligraph [FromFrom.GetTitledFirstName] für [From.GetTitledFirstName]s neue Moschee entworfen hatte, und ich konnte nicht glauben, dass irgendjemand damit nicht zufrieden sein könnte - [FromFrom.GetTitledFirstName] ist ein Meister mit dem Qalam!;;Vi el diseño de los versos coránicos que mi calígrafo de la corte [FromFrom.GetTitledFirstName] había creado para la nueva mezquita de [From.GetTitledFirstName] y no podía creer que a alguien no le gustaran. ¡[FromFrom.GetTitledFirstName] es un maestro del qalam!;;;;;;;;;x
EVTOPTA105055;[From.GetTitledFirstName] was most pleased with the designs;[From.Get_Le_TitledFirstName] a beaucoup aimé les motifs;[From.GetTitledFirstName] war sehr zufrieden mit den Entwürfen ;;A [From.GetTitledFirstName] le parecieron perfectos los diseños;;;;;;;;;x
EVTOPTB105055;[From.GetTitledFirstName] did not share my opinion...;[From.Get_Le_TitledFirstName] ne partage pas le même avis que moi quant aux ornements...;[From.GetTitledFirstName] war nicht meiner Meinung... ;;[From.GetTitledFirstName] no compartió mi opinión...;;;;;;;;;x
EVTOPTC105055;[From.GetTitledFirstName] pointed out several flaws in the design, deeming it unworthy;[From.Get_Le_TitledFirstName] a constaté plusieurs imperfections dans les ornements, et trouve cela inacceptable;[From.GetTitledFirstName] wies auf einige Makel im Entwurf hin und befand sie als unwürdig ;;[From.GetTitledFirstName] señaló varios errores del diseño, que hacían que perdiera todo su valor;;;;;;;;;x
EVTOPTD105055;[From.GetTitledFirstName] agreed with me and praised [FromFrom.GetTitledFirstName];[From.Get_Le_TitledFirstName] est du même avis que moi et n'a pas tari d'éloges à propos [FromFrom.Get_du_TitledFirstName];[From.GetTitledFirstName] stimmte mir zu und lobte [FromFrom.GetTitledFirstName];;[From.GetTitledFirstName] estuvo de acuerdo conmigo y alabó a [FromFrom.GetTitledFirstName];;;;;;;;;x
EVTDESC105060;The hilya I have worked on for so long is a piece of art, the description of the Prophet Mohammad's appearance and character written in gold with as much care taken to every line and curve as to every dot as I could possibly do. The brilliant colors and exquisite details is a joy to behold!;La calligraphie sur laquelle j'ai travaillée est une vraie oeuvre d'art, la description de l'apparition du Prophète Mahomet et de son personnage, le tout écrit en lettres d'or, est d'une beauté et d'une précision rares. Les couleurs brillantes ainsi que les détails minutieux offrent un spectacle de toute beauté.;Die Hilya, an der ich so lange gearbeitet habe, ist ein Kunstwerk. Die Beschreibung des Aussehens und des Charakters des Propheten Mohammeds in Gold geschrieben, jede Linie und Kurve, ja sogar jeder Punkt, wurde mit größter Sorgfalt in Gold geschrieben. Die brillanten Farben und erlesenen Details zu betrachten, ist eine Freude!;;La hilya en la que he trabajado tanto tiempo es una obra de arte, la descripción del carácter y la apariencia del profeta Mahoma escrita en oro, prestando la máxima atención a cada línea, curva y punto. Sus colores vivos y sus detalles exquisitos la convierten en una joya de gran estima;;;;;;;;;x
EVTOPTA105060;I should send the hilya to the [Root.Religion.GetName] Caliph!;Je devrais envoyer cette calligraphie au Calife [Root.Religion.GetName] !;Ich sollte die Hilya an den [Root.Religion.GetName]en Kalifen senden!;;¡Debería enviar la hilya al Califa [Root.Religion.GetName]!;;;;;;;;;x
EVTTOOLTIPA105061;The Caliph [This.GetTitledFirstName] is most pleased with the hilya;Le Calife [This.GetTitledFirstName] est ravi d'avoir reçu la calligraphie;Der Kalif [This.GetTitledFirstName] ist sehr zufrieden mit der Hilya;;El califa [This.GetTitledFirstName] está encantado con la hilya;;;;;;;;;x
EVTOPTB105060;I should honor my liege [Root.Liege.GetTitledFirstName] and send [Root.Liege.GetHerHim] the hilya;Je devrais faire honneur à m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige et lui envoyer la calligraphie;Mein Lehnsherr [Root.Liege.GetTitledFirstName] wäre bestimmt geehrt, die Hilya zu erhalten;;Debería honrar a mi señor [Root.Liege.GetTitledFirstName] y enviarle la hilya;;;;;;;;;x
EVTTOOLTIPB105061;[Root.GetTitledFirstName]'s liege [Root.Liege.GetTitledFirstName] is most pleased;[Root.Liege.Get_Le_TitledFirstName], [Root.Liege.GetLordLady] lige [Root.Get_du_TitledFirstName], est enchanté[Root.Liege.Get_E];[Root.GetTitledFirstName]s Lehnsherr [Root.Liege.GetTitledFirstName] ist sehr zufrieden;;[Root.Liege.GetTitledFirstName], señor de [Root.GetTitledFirstName], está encantado.;;;;;;;;;x
EVTOPTC105060;I shall sell this hilya and make a new one with the money;Je vais vendre cette calligraphie et en créer une nouvelle avec l'argent que j'aurais gagné;Ich sollte diese Hilya verkaufen und mit dem Geld eine Neue erschaffen;;Debería vender esta hilya e invertir el dinero en una nueva;;;;;;;;;x
EVTDESC105061;[From.GetTitledFirstName] sent me a hilya [From.GetSheHe] had made [From.GetHerselfHimself], a description of the Prophet Mohammad's appearance and character written in gold on pergament with hopes of it protecting me from trouble in this world and the next.;[From.Get_Le_TitledFirstName] m'a envoyé une calligraphie qu'[From.GetIlElle] a réalisée, il s'agit d'une description de l'apparition et du personnage de Mahomet, le tout écrit sur un parchemin en lettres d'or, en espérant qu'il me protège des tracas dans ce monde ainsi que dans l'au-delà.;[From.GetTitledFirstName] schickte mir eine Hilya, die [From.GetSheHe] selbst erschaffen hat, eine Beschreibung des Aussehens und des Charakters des Propheten Mohammed, in Gold auf Pergament geschrieben, mit der Hoffnung, dass es mich vor Gefahren in dieser und der kommenden Welt beschützen möge. ;;[From.GetTitledFirstName] me ha enviado una hilya de su creación, una descripción del carácter y la apariencia del profeta Mahoma escrita en oro sobre un pergamino, con la esperanza de que me proteja de los males en este mundo y el venidero.;;;;;;;;;x
EVTOPTA105061;Beautiful! Many thanks to you, [From.GetTitledFirstName];Magnifique ! Mille mercis, [From.GetTitledFirstName];Wunderschön! Habt vielen Dank, [From.GetTitledFirstName];;¡Perfecto! Muchísimas gracias, [From.GetTitledFirstName];;;;;;;;;x
EVTOPTB105061;Accept this small token of my appreciation for the hilya;Acceptez ceci en gage de ma reconnaissance pour la calligraphie;Nehmt dieses Zeichen meiner Wertschätzung für die Hilya;;Acepta este pequeño obsequio como muestra de mi gratitud por la hilya;;;;;;;;;x
EVTOPTC105061;Did I ask for this? I have hilyas much more intricate and beautiful than this!;Est-ce que j'avais commandé une telle chose ? Je possède d'autres calligraphies plus détaillées et plus jolies que celle-ci !;Habe ich darum gebeten? Ich habe Hilyas, die weitaus aufwändiger und schöner sind als diese! ;;¿He pedido esto? ¡Tengo hilyas mucho más elaboradas y bellas que esta!;;;;;;;;;x
EVTDESC105065;With the promise of creating a golden Qur'an, with ornaments of gold and cover of solid gold, something only the most skilled and experienced calligraphers would ever be able to create, I might be able to lure my liege [Root.Liege.GetTitledFirstName] for some money!;Si je promets de créer un Coran d'Or, avec des ornements dorés et une couverture en or, une chose dont seuls les calligraphes les plus expérimentés et talentueux sont capables, je pourrais peut-être convaincre m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige, [Root.Liege.Get_le_TitledFirstName], de dépenser un peu de son or !;Mit dem Versprechen, einen goldenen Koran zu erschaffen, mit Ornamenten aus Gold und einem Umschlag aus solidem Gold, etwas was nur die besten und erfahrensten Kalligraphen kreieren können, könnte ich erschaffen, um meinem Lehnsherren [Root.Liege.GetTitledFirstName] etwas Geld zu entlocken!;;Si prometo crear un Corán dorado con adornos en oro y tapas de oro puro, algo que solo los calígrafos más hábiles y experimentados serían capaces de crear, ¡puede que consiga obtener algo de dinero de mi señor [Root.Liege.GetTitledFirstName]!;;;;;;;;;x
EVTOPTA105065;Ask [Root.Liege.GetTitledFirstName] to pay for the 'whole book';Demander [Root.Liege.Get_au_TitledFirstName] de payer pour 'la totalité du livre';Bittet [Root.Liege.GetTitledFirstName], das "ganze Buch" zu bezahlen;;Pedir a [Root.Liege.GetTitledFirstName] que pague el 'libro completo';;;;;;;;;x
EVTTOOLTIPA105066;The materials for the 'Golden Qur'an' might be paid for by [This.GetTitledFirstName];Les matériaux nécessaires à la création du 'Coran en or' pourraient être payés par [This.Get_le_TitledFirstName];Die Materialien für den "Goldenen Koran" könnten von [This.GetTitledFirstName] bezahlt werden;;Es posible que [This.GetTitledFirstName] pague los materiales para el 'Corán de oro';;;;;;;;;x
EVTOPTB105065;Ask [Root.Liege.GetTitledFirstName] to pay for part of it;Demander [Root.Liege.Get_au_TitledFirstName] de payer une partie des matériaux;Bittet [Root.Liege.GetTitledFirstName], für einen Teil zu bezahlen ;;Pedir a [Root.Liege.GetTitledFirstName] que pague una parte;;;;;;;;;x
EVTTOOLTIPB105066;[Root.GetTitledFirstName] ask [This.GetTitledFirstName] to help pay for the materials for the 'Golden Qur'an';[Root.Get_Le_TitledFirstName] demande [This.Get_au_TitledFirstName] de l'aider à acheter les matériaux du 'Coran en or';[Root.GetTitledFirstName] bittet [This.GetTitledFirstName] darum, bei der Zahlung des Materials für den "Goldenen Koran" behilflich zu sein;;[Root.GetTitledFirstName] pide ayuda a [This.GetTitledFirstName] para pagar los materiales del 'Corán de oro';;;;;;;;;x
EVTOPTC105065;My dream will remain a dream...;Mon rêve ne deviendra jamais réalité...;Mein Traum wird ein Traum bleiben... ;;Mi sueño será solo un sueño...;;;;;;;;;x
EVTDESC105066;The idea of a golden Qur'an might be absurd, the cost for the gold alone incredible but I listened patiently as the Court Calligrapher [From.GetTitledFirstName] told me about [From.GetHerHis] plans and ideas, the approximately cost of the materials needed including the gold and [From.GetHerHis] time estimate. It started to sound promising, then [From.GetTitledFirstName] asked me...;L'idée du 'Coran d'Or' peut sembler absurde, le coût de l'or seul est déjà exorbitant, mais j'ai patiemment écouté le maître-calligraphe de la Cour [From.GetTitledFirstName] m'exposer son projet, m'informer du coût approximatif des matériaux nécessaires dont l'or et le temps nécessaire. Tout ceci avait l'air très prometteur, jusqu'à ce que [From.Get_le_TitledFirstName] me demande...;Die Idee eines goldenen Korans klingt absurd. Allein die Kosten für das Gold sind enorm, doch ich lauschte geduldig, als der höfische Kalligraph [From.GetTitledFirstName] mir von [From.GetHerHis]en Ideen und Plänen berichtete, darunter den ungefähren Materialkosten, inklusive des Goldes, und [From.GetHerHis]er geschätzten Arbeitsdauer. Es klang vielversprechend, dann fragte mich [From.GetTitledFirstName]...;;La idea de un Corán de oro podría ser absurda y el coste solamente del oro increíble. Aún así, escuché pacientemente mientras el calígrafo de la corte [From.GetTitledFirstName] me explicaba sus planes e ideas, el coste aproximado de los materiales necesarios, incluido el oro, y el tiempo estimado para su realización. Parecía prometedor. Entonces, [From.GetTitledFirstName] me pidió...;;;;;;;;;x
EVTOPTA105066;To pay for all the materials? Yes, of course!;De payer la totalité des matériaux ? Oui, bien sûr !;Für das gesamte Material zu zahlen? Ja, natürlich! ;;¿Que pagara todos los materiales?... ¡Sí, por supuesto!;;;;;;;;;x
EVTTOOLTIPA105067;[Root.GetTitledFirstName] will help [This.GetTitledFirstName] by paying for materials for the Golden Qur'an;[Root.Get_Le_TitledFirstName] va aider [This.Get_le_TitledFirstName] en payant pour tous les matériaux nécessaires à la création du Coran d'Or;[Root.GetTitledFirstName] wird [This.GetTitledFirstName] helfen, für das Material des goldenen Korans zu zahlen ;;[Root.GetTitledFirstName] pagará los materiales del Corán de oro para ayudar a [This.GetTitledFirstName];;;;;;;;;x
EVTOPTB105066;To help pay for some of the materials? As long as that is all you need...;De payer une partie des matériaux ? Tant que vous ne demandez rien d'autre...;Ich soll Teile des Materials bezahlen? Wenn es nur daran scheitert...;;¿Que ayudara a pagar parte de los materiales?... Bueno, mientras todo sea eso...;;;;;;;;;x
EVTOPTC105066;No, I won't help you. 'Golden Qur'an', absurd!;Non, je ne vous aiderai pas. Un 'Coran d'Or', et puis quoi encore !;Nein, ich werde Euch nicht helfen. Ein "Goldener Koran", absurd!;;No, no pienso ayudarte. Un 'Corán de oro', ¡qué absurdo!;;;;;;;;;x
EVTTOOLTIPB105067;[Root.GetTitledFirstName] refusal to help pay for the Golden Qur'an disappoints [This.GetTitledFirstName];Le fait que [Root.Get_le_TitledFirstName] ait refusé de l'aider à financer son 'Coran d'Or' est une grosse déception pour [This.Get_le_TitledFirstName];[Root.GetTitledFirstName]s Weigerung, dabei zu helfen, für den Goldenen Koran zu bezahlen, enttäuscht [This.GetTitledFirstName];;[This.GetTitledFirstName] está decepcionado porque [Root.GetTitledFirstName] se niega a pagar el Corán de oro;;;;;;;;;x
EVTDESC105067;With a rough estimate of what the materials for the Golden Qur'an would cost and a time estimate of about six months I managed to make [From.GetTitledFirstName] more than interested in my 'dream' of making a Golden Qur'an...;Avec une estimation grossière du coût des matériaux du 'Coran d'Or' et une durée de travail d'environ 6 mois, j'ai réussi à intéresser [From.Get_le_TitledFirstName] quant à mon rêve de créer un 'Coran d'Or'...;Mit einer groben Einschätzung der Materialkosten für den Goldenen Koran und einer geschätzten Arbeitsdauer von ungefähr sechs Monaten gelang es mir, [From.GetTitledFirstName] mehr für meinen "Traum", einen Goldenen Koran zu erschaffen, zu interessieren...;;Con una estimación aproximada del coste de los materiales y un plazo de unos seis meses, conseguí más que ilusionar a [From.GetTitledFirstName] en mi 'sueño' de construir un Corán de oro...;;;;;;;;;x
EVTOPTA105067;[From.GetTitledFirstName] agreed to pay for whatever I might need!;[From.Get_Le_TitledFirstName] a accepté de payer pour tout ce dont j'aurai besoin !;[From.GetTitledFirstName] stimmte zu, zu bezahlen, egal was ich brauchen würde! ;;¡[From.GetTitledFirstName] aceptó pagar todo lo que necesitara!;;;;;;;;;x
EVTOPTB105067;My plan worked, [From.GetTitledFirstName] agreed to pay for some of the 'materials'!;Mon plan a fonctionné, [From.Get_le_TitledFirstName] a accepté de financer l'achat d'une partie des 'matériaux' !;Mein Plan funktionierte, [From.GetTitledFirstName] stimmte zu, meine "Materialien" zu bezahlen!;;Mi plan funcionó, ¡[From.GetTitledFirstName] aceptó pagar algunos de los 'materiales'!;;;;;;;;;x
EVTOPTC105067;[From.GetTitledFirstName] refused to pay for 'something so foolish!';[From.Get_Le_TitledFirstName] a refusé catégoriquement de financer 'un projet aussi absurde' !;[From.GetTitledFirstName] weigerte sich, für "so etwas Dummes" zu bezahlen!;;¡[From.GetTitledFirstName] rechazó pagar por 'algo tan disparatado'!;;;;;;;;;x
EVTDESC105068;It has been six months since I agreed to help my Court Calligrapher [From.GetTitledFirstName] with [From.GetHerHis] dream of creating a Golden Qur'an and I am starting to become suspicious. I have heard no word of progress, nor seen any sign of the Golden Qur'an or its design and I am starting to believe my Court Calligrapher might have deceived me for money!;Voilà six mois, j'acceptais d'aider mon maître-calligraphe [From.GetTitledFirstName] à réaliser son rêve de créer un 'Coran d'Or', et j'avoue que je commence à avoir des doutes. Je ne sais rien de l'avancée du projet et je n'ai même pas aperçu un petit bout du fameux Coran. Je commence à croire que le maître-calligraphe de la Cour m'a tout simplement trompé !;Es waren sechs Monate vergangen, seitdem ich zugestimmt hatte, meinem Hofkalligraphen [From.GetTitledFirstName] mit [From.GetHerHis]em Traum von der Erschaffung eines Goldenen Korans behilflich zu sein, und ich wurde langsam misstrauisch. Ich hatte weder ein Wort zum Fortschritt gehört noch ein Zeichen des Goldenen Korans oder von seinem Dekor gesehen, und begann zu glauben, dass mein höfischer Kalligraph mich meines Geldes wegen beschwindelt haben könnte!;;Han pasado seis meses desde que decidí ayudar al calígrafo de la corte [From.GetTitledFirstName] en su sueño de crear un Corán de oro y estoy empezando a sospechar. No he visto ningún progreso ni visto signo alguno del Corán de oro ni de su diseño. ¡Estoy empezando a pensar que mi calígrafo de la corte podría haberme timado!;;;;;;;;;x
EVTOPTA105068;Imprison Court Calligrapher [From.GetTitledFirstName];Emprisonner le maître-calligraphe [From.GetTitledFirstName];Nehmt den Hofkalligraphen [From.GetTitledFirstName] gefangen;;Encarcelar al calígrafo de la corte [From.GetTitledFirstName];;;;;;;;;x
EVTOPTB105068;Banish Court Calligrapher [From.GetTitledFirstName];Bannir le maître-calligraphe [From.GetTitledFirstName];Verbannt den Hofkalligraphen [From.GetTitledFirstName];;Desterrar al calígrafo de la corte [From.GetTitledFirstName];;;;;;;;;x
EVTOPTC105068;Make Court Calligrapher [From.GetTitledFirstName] pay;Demander remboursement au maître-calligraphe [From.GetTitledFirstName];Lasst den Hofkalligraphen [From.GetTitledFirstName] bezahlen;;Hacer pagar al calígrafo de la corte [From.GetTitledFirstName];;;;;;;;;x
EVTOPTD105068;Forgive Court Calligrapher [From.GetTitledFirstName], it's only money!;Pardonner au maître-calligraphe [From.GetTitledFirstName], ce n'est que de l'argent, après tout !;Verzeihen Sie Hofkalligraf [From.GetTitledFirstName], es ist nur Geld!;;Perdonar al calígrafo de la corte [From.GetTitledFirstName], ¡se trata solo de dinero!;;;;;;;;;x
EVTDESC105069;The Golden Qur'an I promised [From.GetTitledFirstName] I would create for the money [From.GetSheHe] gave me to pay for the materials is of course a figment of imagination, a scheme to lure my liege of some money. Somehow [From.GetTitledFirstName] have found out about my scheme and I am being punished by...;Le Coran d'Or que j'ai promis [From.Get_au_TitledFirstName] en échange de l'argent qu'[From.GetIlElle] m'a donné pour l'achat des matériaux est évidemment une pure invention de mon imagination, un prétexte pour délester mon seigneur d'un peu de son argent. Cependant, [From.Get_le_TitledFirstName] a découvert le pot aux roses et mon châtiment sera...;Der Goldene Koran, den ich [From.GetTitledFirstName] von dem Geld, dass [From.GetSheHe] mir gegeben hatte, um für das Material zu bezahlen, versprochen hatte, ist natürlich nur eine Erfindung - ein Plan, um etwas Geld von meinem Lehnsherren zu bekommen. Irgendwie hat [From.GetTitledFirstName] von dem Plan Wind bekommen und ich werde bestraft, indem...;;El Corán de oro que prometí a [From.GetTitledFirstName] que crearía con el dinero que me dió para pagar los materiales tan solo es producto de la imaginación, una astucia para sablear algo de dinero a mi señor. ¡De alguna forma, [From.GetTitledFirstName] ha descubierto la estafa y va a castigarme...;;;;;;;;;x
